Iteration	mA	kD	mB	mU	e0	eP	bA	bI	robustness	|CoRa<=0.1|	min(CoRA)	SS	0.001	0.0016102620275609393	0.002592943797404667	0.0041753189365604	0.006723357536499335	0.010826367338740546	0.017433288221999882	0.02807216203941177	0.04520353656360243	0.0727895384398315	0.11721022975334802	0.18873918221350972	0.30391953823131973	0.48939009184774934	0.7880462815669912	1.2689610031679222	2.043359717856942	3.2903445623126686	5.298316906283709	8.531678524172808	13.73823795883263	22.122162910704493	35.62247890262442	57.36152510448679	92.36708571873861	148.73521072935117	239.5026619987486	385.6620421163472	621.0169418915616	1000.0
10.0	0.002876	86.66	105.5	3.754	0.6708	0.1613	14.62	0.01457	0.0	NaN	0.99025490146354	NaN	0.9999998906314144	0.9999998238885267	0.9999997164159523	0.9999995433594538	0.9999992646996291	0.999998816001111	0.9999980935225329	0.9999969302557694	0.9999950573845842	0.9999920423310701	0.9999871892743457	0.9999793802221816	0.9999668188109353	0.9999466267044376	0.999914202779108	0.9998622258174628	0.9997791319735196	0.9996468744785363	0.9994378411524334	0.999111159827879	0.9986096826947912	0.9978614163062621	0.9967935831357282	0.9953718901365378	0.9936721360183095	0.9919570689571685	0.990670146323951	0.99025490146354	0.9908738639465214	0.9922881853850677
11.0	0.002808	90.26	143.8	3.803	0.4075	0.1532	10.1	0.0115	0.0	NaN	0.9951271287676687	NaN	0.9999999517268127	0.9999999222677588	0.9999998748313248	0.999999798447197	0.9999996754512296	0.9999994774019438	0.999999158507442	0.9999986450471288	0.9999978183539863	0.9999964874530758	0.9999943451099073	0.9999908975436235	0.9999853511303629	0.9999764334189413	0.9999621084065636	0.9999391313870396	0.9999023643564733	0.9998437556223944	0.9997509016069274	0.9996052314292675	0.9993802604340472	0.9990413738769801	0.9985505962696121	0.997882372609665	0.9970559715855891	0.9961775730520055	0.9954546274497774	0.9951271287676687	0.9953235178065019	0.9959653245350495
12.0	0.002204	65.65	125.6	3.299	0.3773	0.1644	12.32	0.009785	0.0	NaN	0.9957282386799653	NaN	0.9999999322177309	0.9999998908533088	0.9999998242465828	0.9999997169944552	0.999999544296013	0.9999992662207637	0.999998818484312	0.9999980976087084	0.9999969370625885	0.9999950689337411	0.9999920626335138	0.9999872260932101	0.9999794496554367	0.999966957716491	0.9999469203479091	0.9999148558059577	0.9998637394326352	0.9997827463027492	0.9996556604560058	0.9994593346066217	0.9991634661597243	0.9987346965995504	0.9981503111112264	0.9974265399822633	0.9966556309255125	0.9960191122123615	0.9957282386799653	0.9958972672325582	0.9964584746246908	0.9972137143777032
13.0	0.001899	53.45	180.2	2.975	0.5706	0.1622	12.27	0.007834	0.0	NaN	0.994909694216557	NaN	0.999999922536624	0.9999998752642429	0.9999997991442298	0.9999996765734267	0.9999994792084441	0.9999991614150011	0.9999986497254783	0.9999978258780748	0.9999964995447778	0.9999943645183476	0.9999909284264339	0.9999854007492893	0.9999765122090232	0.9999622324126233	0.9999393236778247	0.9999026550013269	0.9998441750962572	0.9997514541091652	0.9996058140085449	0.9993804488178035	0.9990399124161197	0.9985443245354966	0.9978643567262757	0.9970132829861186	0.996091094777982	0.9953052916775212	0.994909694216557	0.995057726480596	0.9956900098201128	0.9965796259135127
14.0	0.001669	57.92	169.0	2.632	0.7166	0.1895	18.61	0.01286	0.0	NaN	0.9932052984255837	NaN	0.999999944518734	0.9999999106608415	0.999999856141113	0.9999997683509708	0.999999626988195	0.9999993993631748	0.9999990328430483	0.9999984426905779	0.9999974924966872	0.9999959627109135	0.9999935000688048	0.9999895364198427	0.9999831592078583	0.9999729026309541	0.9999564197764775	0.9999299631654387	0.999887580674648	0.999819898643558	0.9997123590550155	0.999542866450718	0.9992791607074005	0.9988772269570736	0.998284226197764	0.9974529100430954	0.9963766824221398	0.9951459378871654	0.9939936263270628	0.9932560156482472	0.9932052984255837	0.9938617721086218
15.0	0.001708	62.88	131.0	2.305	0.7079	0.1569	14.67	0.01206	0.0	NaN	0.9919272886773551	NaN	0.9999999266975707	0.9999998819642034	0.9999998099322859	0.9999996939433642	0.9999995071742857	0.9999992064361456	0.9999987221923378	0.9999979424935695	0.999996687131497	0.9999946660772623	0.9999914127070334	0.9999861766670061	0.9999777531151078	0.9999642073470935	0.9999424438152869	0.9999075246792447	0.999851620247277	0.999762433485961	0.9996209513205905	0.9993985306845505	0.9990538808067185	0.9985319434260546	0.9977696303585608	0.9967175921867549	0.9953881437035841	0.993923903676033	0.9926368178302448	0.9919272886773551	0.9920640545105877	0.9929927296895921
16.0	0.001792	53.2	120.9	2.858	0.7438	0.1315	16.64	0.01371	0.0	NaN	0.9913858605521129	NaN	0.999999889772192	0.9999998225050408	0.9999997141883836	0.999999539773044	0.999999258926016	0.9999988067078495	0.9999980785677081	0.9999969061998897	0.9999950187139138	0.9999919802311832	0.9999870897178134	0.9999792211263303	0.9999665656523314	0.9999462268813083	0.9999135791687004	0.9998612736730824	0.999777732154886	0.9996449599631395	0.9994356131154736	0.9991096859461449	0.9986123887359509	0.9978774319596909	0.9968442354846458	0.9955005241127423	0.9939520194535232	0.9924817409106368	0.9915085665337984	0.9913858605521129	0.9921623337995589	0.993545368248776
17.0	0.002299	53.95	80.11	2.195	0.8013	0.09438	10.17	0.01212	0.0	NaN	0.9847514537244882	NaN	0.999999743411496	0.9999995868274411	0.9999993346895312	0.9999989286903763	0.9999982749485453	0.9999972223130528	0.9999955274500111	0.9999927986806826	0.9999884056950371	0.9999813345534052	0.9999699559348322	0.9999516515968835	0.9999222251620723	0.9998749659243032	0.9997991890220669	0.99967799990186	0.9994849867266012	0.9991796211498003	0.9987016141734428	0.9979659191628659	0.9968635257868731	0.9952795492532214	0.9931471152605653	0.9905502846781793	0.9878447204879987	0.9856762441346991	0.9847514537244882	0.9854201750003778	0.98742660813245	0.9900936626347104
18.0	0.001619	67.13	50.09	1.951	0.9753	0.09501	11.66	0.01215	0.0	NaN	0.9838428526343771	NaN	0.999999684862232	0.9999994925486991	0.9999991828784482	0.9999986842409335	0.9999978813369343	0.9999965885367628	0.9999945070118696	0.9999911557871991	0.9999857609300877	0.9999770776653479	0.9999631064007448	0.9999406349462572	0.9999045188341221	0.9998465403335113	0.9997536388175494	0.9996052241145673	0.9993692619457532	0.9989969873949978	0.9984168294551311	0.9975301825674113	0.9962162163779422	0.9943604203033163	0.9919271653781692	0.9890815036182824	0.9863011956572594	0.9843281438224064	0.9838428526343771	0.985031402888985	0.9874510148630481	0.9903394166087912
19.0	0.001983	68.87	37.96	2.046	0.8515	0.1239	13.82	0.01169	0.0	NaN	0.9828787872126381	NaN	0.9999995242535695	0.9999992339302557	0.9999987664442711	0.9999980136969012	0.9999968016478075	0.9999948501163798	0.9999917081195314	0.9999866499259277	0.9999785081347774	0.9999654069447327	0.9999443322320605	0.9999104538259512	0.9998560491592731	0.9997688266360454	0.9996293623661795	0.9994073187654852	0.9990562151530785	0.9985070853728231	0.9976630712118882	0.9964010274186292	0.9945934647195553	0.9921716210773822	0.9892427832722399	0.986222129668148	0.983841305498942	0.9828787872126381	0.9836971093948116	0.9859863331122761	0.9889847715361032	0.9919421938116498
20.0	0.002757	98.0	32.95	1.884	0.6986	0.1269	15.31	0.009662	0.0	NaN	0.9787007696083088	NaN	0.9999994553830176	0.9999991230310523	0.9999985878685834	0.9999977261460772	0.9999963386229822	0.9999941045440968	0.99999050760212	0.9999847169062145	0.9999753957981341	0.9999603961744542	0.9999362658550117	0.9998974707469503	0.9998351583025091	0.999735226559668	0.9995753603105467	0.9993206279905443	0.9989173114328007	0.9982852038011986	0.9973104102237776	0.9958450584127704	0.9937285634176343	0.9908547468955372	0.9873046720018395	0.9835122014360962	0.9803161724185934	0.9787007696083088	0.9792537996833784	0.9817674126905154	0.9853846392447547	0.9891377625091925
21.0	0.003144	75.42	42.17	1.601	0.8228	0.1158	13.94	0.007739	0.0	NaN	0.969325435957448	NaN	0.9999991489725434	0.9999986296351789	0.9999977933856646	0.9999964468559482	0.9999942787228345	0.9999907878040905	0.9999851674011926	0.9999761193895083	0.9999615557062357	0.9999381214416345	0.9999004262807176	0.9998398336266606	0.9997425387497294	0.9995865786895227	0.9993372698366207	0.9989404996889509	0.998313505123884	0.9973338230019336	0.9958302091112683	0.9935864398313109	0.9903812045557907	0.9860985221934638	0.9809263671241284	0.9755707195569154	0.9712622205831838	0.969325435957448	0.9704459390636492	0.9742205035623189	0.9794266056460494	0.9847448543979217
22.0	0.00351	117.5	51.65	1.082	0.7889	0.09073	18.02	0.009492	0.0	NaN	0.9546913834653789	NaN	0.9999996250739528	0.9999993962725179	0.9999990278449534	0.9999984345870196	0.9999974793044345	0.9999959410961577	0.9999934642996542	0.999989476324262	0.9999830554581308	0.9999727183048733	0.9999560782841234	0.9999292991623303	0.9998862146862161	0.9998169352587397	0.9997056303802593	0.9995270542188324	0.9992411846354708	0.9987851846431799	0.9980619401557906	0.9969252122015959	0.9951641817934862	0.992497114610495	0.9885975610476236	0.9831944757122713	0.9762882713285896	0.9684556639635394	0.9610444323537779	0.9559255470485551	0.9546913834653789	0.9577597011387093
23.0	0.003776	126.2	40.97	1.162	0.7802	0.1063	15.0	0.01079	0.0	NaN	0.9556260588556145	NaN	0.9999995873612096	0.9999993355455028	0.9999989300595331	0.9999982771294335	0.9999972257631093	0.9999955328454287	0.9999928069536986	0.9999884179409236	0.9999813514840465	0.9999699752388778	0.9999516632474748	0.9999221953445026	0.9998747895339558	0.9997985736269215	0.9996761560250828	0.99947983189326	0.9991657592942264	0.9986653040076116	0.9978728976251886	0.9966308274058531	0.9947147934823729	0.9918322727878065	0.9876608360062239	0.9819704307111553	0.9748641432986406	0.9670800580123085	0.9601134087050941	0.9558375354639072	0.9556260588556145	0.9595510465133567
24.0	0.005951	91.78	42.52	1.052	0.8281	0.1247	15.3	0.01448	0.0	NaN	0.9290675153654389	NaN	0.9999993618015293	0.9999989723365955	0.9999983452013516	0.9999973353631476	0.9999957092949964	0.9999930909924508	0.999988875081055	0.9999820869858294	0.9999711579988861	0.9999535636787036	0.9999252441636535	0.999879670594183	0.9998063600866128	0.9996885047634688	0.9994992278428503	0.9991957353579503	0.9987103598601786	0.9979372991245246	0.996714132254807	0.9947989482473063	0.9918492902321799	0.9874215594739195	0.9810312035269315	0.9723348799527893	0.9614731568552306	0.949476977058971	0.9384147077358331	0.9309093070867294	0.9290675153654389	0.9334419854204706
25.0	0.00414	85.52	34.46	1.116	0.6155	0.1321	16.84	0.02156	0.0	NaN	0.958743747240694	NaN	0.9999996819426887	0.9999994878457095	0.9999991753008317	0.999998672027153	0.9999978616388445	0.9999965567381228	0.9999944556014295	0.9999910724681391	0.9999856253783065	0.9999768557987823	0.9999627387869483	0.9999400189753803	0.999903463036164	0.9998446750404351	0.9997502092596717	0.9995986069430692	0.99935580837884	0.9989682327000335	0.9983528049406504	0.9973837631829832	0.9958781875587409	0.9935877832008962	0.9902160190770766	0.985496527287428	0.9793749030410154	0.9722866191553862	0.9653751118655751	0.9603399855268732	0.958743747240694	0.9611343925502919
26.0	0.00537	88.22	32.7	1.723	0.5782	0.1486	13.96	0.02072	0.0	NaN	0.9654986481770342	NaN	0.9999995633037164	0.9999992968074853	0.9999988676833902	0.99999817669324	0.9999970640493857	0.999995272482533	0.9999923878012124	0.999987743254833	0.9999802657346994	0.999968228639788	0.9999488562353062	0.9999176862235634	0.9998675596682813	0.9997870118110237	0.9996577454115656	0.9994507187635667	0.9991202453063317	0.998595491573879	0.9977692357554354	0.9964855619371751	0.9945329835983431	0.9916595143939766	0.9876409100218635	0.9824390869059837	0.9764446428124428	0.9706647507955818	0.9665771446758844	0.9654986481770342	0.967811770854851	0.9727137816839718
27.0	0.005609	52.94	37.4	2.107	0.5572	0.1668	11.95	0.01659	0.0	NaN	0.9719465023238301	NaN	0.9999992240371447	0.9999987505076459	0.9999979880188772	0.9999967602582958	0.9999947833616691	0.9999916003502359	0.9999864756718341	0.9999782256810609	0.9999649469856791	0.9999435787944592	0.9999092075207778	0.9998539568262417	0.9997652371055479	0.999623016182703	0.9993956532919477	0.9990337676439707	0.9984617944359666	0.9975678289869773	0.9961951784915113	0.994145535995451	0.9912150285494297	0.9872950904684166	0.9825556275302775	0.9776450413064318	0.9737001347164637	0.9719465023238301	0.9730121737246049	0.9765095788801783	0.9812980534903721	0.9861633126152817
28.0	0.007311	68.94	41.89	2.945	0.6144	0.2954	8.016	0.01378	0.0	NaN	0.9758345321879918	NaN	0.9999992257328083	0.9999987532396964	0.9999979924222893	0.9999967673595731	0.9999947948241317	0.9999916188792193	0.9999865056934646	0.9999782745035679	0.99996502692808	0.9999437108231154	0.9999094286638507	0.9998543350090323	0.999765903071462	0.999624235215227	0.9993979918692975	0.9990384882491641	0.9984717943991471	0.9975898418494599	0.9962447486952895	0.994257497430554	0.9914629623585286	0.987819778912326	0.9835874727541796	0.979478011142111	0.9765688013785448	0.9758345321879918	0.9775474915605048	0.9810887120515434	0.985364759129282	0.9894133781937579
29.0	0.007311	68.94	41.89	2.945	0.6144	0.2954	8.016	0.01378	0.0	NaN	0.9758345321879918	NaN	0.9999992257328083	0.9999987532396964	0.9999979924222893	0.9999967673595731	0.9999947948241317	0.9999916188792193	0.9999865056934646	0.9999782745035679	0.99996502692808	0.9999437108231154	0.9999094286638507	0.9998543350090323	0.999765903071462	0.999624235215227	0.9993979918692975	0.9990384882491641	0.9984717943991471	0.9975898418494599	0.9962447486952895	0.994257497430554	0.9914629623585286	0.987819778912326	0.9835874727541796	0.979478011142111	0.9765688013785448	0.9758345321879918	0.9775474915605048	0.9810887120515434	0.985364759129282	0.9894133781937579
30.0	0.007842	61.91	46.41	2.427	0.5661	0.4119	11.14	0.01085	0.0	NaN	0.9743295481626257	NaN	0.9999991456068968	0.999998624217884	0.9999977846683049	0.9999964328340395	0.9999942561836094	0.9999907516130035	0.9999851093909872	0.9999760269489831	0.9999614089195029	0.9999378888595265	0.999900064078194	0.9998392822241757	0.9997417330066687	0.9995854926243816	0.9993360623352394	0.9989399311770408	0.9983160444775161	0.9973464205230499	0.9958708119861616	0.9936980154950262	0.9906580340779519	0.9867246680207519	0.9822056606338093	0.9778914145242632	0.9749339847492311	0.9743295481626257	0.9763012747318366	0.9801454071287474	0.9846982576152271	0.9889646241098181
31.0	0.01053	65.01	41.87	2.299	0.7092	0.3398	10.67	0.01135	0.0	NaN	0.9540501840539727	NaN	0.99999843699304	0.9999974831783166	0.9999959473330085	0.9999934743397086	0.9999894924838596	0.9999830814598069	0.9999727601238151	0.9999561460268699	0.9999294070238623	0.9998863874708044	0.9998172111564568	0.9997060686256726	0.9995277443812798	0.9992422560794361	0.9987868079908714	0.9980642959098935	0.9969283605433111	0.9951676760024258	0.9924990267801336	0.9885923534226533	0.9831691230307994	0.9762170496917448	0.9682971497807256	0.9607482329419702	0.9554543473144159	0.9540501840539727	0.9570092183079197	0.963352769402395	0.9712391955510503	0.9789182836208319
32.0	0.01181	45.91	42.84	3.585	0.7436	0.346	10.62	0.008634	0.0	NaN	0.9600294646385417	NaN	0.9999960656418181	0.9999936648592715	0.9999897992997567	0.9999835755902241	0.9999735560013515	0.9999574281481305	0.9999314729404756	0.9998897176720253	0.9998225827907152	0.9997147419492811	0.9995417714086254	0.999264998805994	0.9988238253734834	0.9981248982204158	0.9970283997584862	0.9953346355673429	0.9927812361552887	0.9890747774059392	0.9839967153243109	0.9776183194025556	0.9705809848938387	0.9642284249630324	0.9602818584179296	0.9600294646385417	0.9635589839550608	0.9697016814509042	0.9767400031562655	0.9832522620771019	0.9885085251378875	0.9923804824094838
33.0	0.01291	51.6	44.89	3.474	0.6178	0.343	7.668	0.006255	0.0	NaN	0.9659202864296943	NaN	0.9999963084702908	0.9999940558808131	0.9999904289574515	0.999984589531452	0.999975189010314	0.9999600575558846	0.9999357074678442	0.9998965376412154	0.9998335680031609	0.9997324394300627	0.9995702904587053	0.9993109762185204	0.9988979960383187	0.9982446591770772	0.9972220008588718	0.9956479814949736	0.9932886154060545	0.9898944706758009	0.9853092999178855	0.9796757317932338	0.9736772727761975	0.9685960489992066	0.9659202864296943	0.9665697109512897	0.9703128469279165	0.9759197306152803	0.9819015793361054	0.987184984261545	0.9913145166569017	0.9942901759332743
34.0	0.01291	51.6	44.89	3.474	0.6178	0.343	7.668	0.006255	0.0	NaN	0.9659202864296943	NaN	0.9999963084702908	0.9999940558808131	0.9999904289574515	0.999984589531452	0.999975189010314	0.9999600575558846	0.9999357074678442	0.9998965376412154	0.9998335680031609	0.9997324394300627	0.9995702904587053	0.9993109762185204	0.9988979960383187	0.9982446591770772	0.9972220008588718	0.9956479814949736	0.9932886154060545	0.9898944706758009	0.9853092999178855	0.9796757317932338	0.9736772727761975	0.9685960489992066	0.9659202864296943	0.9665697109512897	0.9703128469279165	0.9759197306152803	0.9819015793361054	0.987184984261545	0.9913145166569017	0.9942901759332743
35.0	0.01291	51.6	44.89	3.474	0.6178	0.343	7.668	0.006255	0.0	NaN	0.9659202864296943	NaN	0.9999963084702908	0.9999940558808131	0.9999904289574515	0.999984589531452	0.999975189010314	0.9999600575558846	0.9999357074678442	0.9998965376412154	0.9998335680031609	0.9997324394300627	0.9995702904587053	0.9993109762185204	0.9988979960383187	0.9982446591770772	0.9972220008588718	0.9956479814949736	0.9932886154060545	0.9898944706758009	0.9853092999178855	0.9796757317932338	0.9736772727761975	0.9685960489992066	0.9659202864296943	0.9665697109512897	0.9703128469279165	0.9759197306152803	0.9819015793361054	0.987184984261545	0.9913145166569017	0.9942901759332743
36.0	0.009742	59.25	78.97	5.438	0.6568	0.4488	10.16	0.004516	0.0	NaN	0.9822943703524936	NaN	0.9999980714110329	0.9999968945724261	0.9999949997227456	0.9999919489560036	0.9999870375569371	0.9999791321637622	0.9999664100257265	0.9999459442702708	0.999913041389227	0.9998601945212192	0.9997754468538285	0.99963988157915	0.9994238969448569	0.9990819971487828	0.9985463200607958	0.997720676912311	0.9964806433523105	0.9946923070449641	0.9922704661215139	0.9892927969056472	0.9861398396809663	0.9835321084720993	0.9822943703524936	0.9828864448311445	0.9850830331333871	0.9881350058412919	0.9912396801814984	0.9938857847631365	0.9959001779931957	0.9973248827354992
37.0	0.01316	48.66	41.99	5.601	0.6602	0.4824	6.546	0.004786	0.0	NaN	0.9754156131140118	NaN	0.9999934232320268	0.9999894105820654	0.9999829506003084	0.9999725524402111	0.9999558183168983	0.9999288975761502	0.9998856143612005	0.999816088352232	0.9997045756800695	0.9995261508751186	0.9992417653010394	0.9987912900949031	0.9980847449122036	0.9969938493564706	0.9953507938858352	0.9929702209763933	0.9897214752323921	0.9856748606462784	0.9812904322092254	0.977493984044913	0.9754156131140118	0.9757940364799418	0.9784886649676233	0.9825772932336057	0.9869384726724045	0.9907758113017073	0.9937621247943932	0.995906079513962	0.9973662579610088	0.998327482889717
38.0	0.01638	47.96	59.77	6.799	0.5816	0.4608	5.828	0.004957	0.0	NaN	0.9792959593243383	NaN	0.9999955484233658	0.9999928322820053	0.9999884593580352	0.9999814200215378	0.9999700900502767	0.9999518596472042	0.9999225397108409	0.9998754195488385	0.9997997831385752	0.999678606301544	0.9994850682461575	0.9991774863563608	0.9986925207856413	0.997937481830729	0.9967853050498371	0.9950817059403108	0.9926835053128982	0.9895532178114117	0.9859133127431315	0.9823806434186316	0.9798928398736916	0.9792959593243383	0.9808146936847367	0.9838936333253584	0.9875767916697125	0.9910394605442263	0.9938498577694466	0.9959230385538592	0.9973598849805734	0.9983163375151388
