mU	mW	eP	robustness	minRange	maxRange	min(CoRa)	optimalRho	negative_sol	oscilations	other_errors	steady_state	0.001	0.0016102620275609393	0.002592943797404667	0.0041753189365604	0.006723357536499335	0.010826367338740546	0.017433288221999882	0.02807216203941177	0.04520353656360243	0.0727895384398315	0.11721022975334802	0.18873918221350972	0.30391953823131973	0.48939009184774934	0.7880462815669912	1.2689610031679222	2.043359717856942	3.2903445623126686	5.298316906283709	8.531678524172808	13.73823795883263	22.122162910704493	35.62247890262442	57.36152510448679	92.36708571873861	148.73521072935117	239.5026619987486	385.6620421163472	621.0169418915616	1000.0
1.0	1.0	1.0	0.8	0.001	57.36152510448679	0.000406593026174085	0.11721022975334802	0.0	0.0	0.0	1.0096718930180115	0.01916696088132892	0.011992127470134254	0.007484566271162113	0.004666502058472264	0.0029115534132513597	0.001823725518236161	0.001155263913880371	0.000753051772725577	0.0005246358602039019	0.0004173984953592474	0.000406593026174085	0.000489674252618688	0.0006856649222663219	0.0010393685665808104	0.0016312235332596075	0.0025945935417070226	0.004143264122066444	0.006612453422911212	0.010515469530042038	0.01661219553576228	0.02596916395670139	0.03995773688076948	0.060092375595756115	0.08760264745280391	0.12276335656393561	0.16431292265259995	0.20948704489913353	0.2548415850199058	0.29735060085347986	0.3350865202608146
31.6228	0.0316	0.0316	0.06666666666666667	0.001	0.0016102620275609393	0.05508602734916929	0.001	0.0	0.0	0.0	0.0010751545428677822	0.05508602734916929	0.08046580604271047	0.11364374897096467	0.15373300041090715	0.19826971285092368	0.24385968365635313	0.28727764378945525	0.3262924671644268	0.3598632065363286	0.3878817295420357	0.41079017965410736	0.42926983025471777	0.44404836230460476	0.4558022777459921	0.46511832362383615	0.4724861562191475	0.47830531714251895	0.48289745430938585	0.4865193958306778	0.4893751857407132	0.49162643161509567	0.4934008858650126	0.49479941853815684	0.4959016155974049	0.4967702413659386	0.497454780022541	0.4979942386590857	0.498419362195149	0.4987543817612456	0.49901839394047576
0.0316	31.6228	31.6228	0.8666666666666667	0.006723357536499335	1000.0	1.2672951717296622e-5	92.36708571873861	0.0	0.0	0.0	991.675232872707	0.38206393507357717	0.277444525048222	0.19254564737866048	0.1289878653227712	0.08422139833164459	0.054027694011901266	0.034253603497297745	0.02155189834940168	0.013494335968934613	0.008423300284285435	0.005247772489944634	0.003265458771767874	0.002030430534256161	0.0012619224276633253	0.0007840815688399453	0.0004871231435548663	0.0003026488287716281	0.000188102436120898	0.00011703379781807128	7.302243830967479e-5	4.5895706977942375e-5	2.9382171677008134e-5	1.9663526240280865e-5	1.4492403757010902e-5	1.2672951717296622e-5	1.3784373239522663e-5	1.8083609654267746e-5	2.6564660851669545e-5	4.1188160466794704e-5	6.53339926905991e-5
0.1778	0.1778	5.6234	0.9333333333333333	0.001	385.6620421163472	0.00040267466094020757	0.48939009184774934	0.0	0.0	0.0	1.0020778970371136	0.09901305979131506	0.06388682478960735	0.040659984796121006	0.025646716077839762	0.016084886159091347	0.010052667990593907	0.0062706391361107	0.003909714244556143	0.0024416984952165986	0.0015340090073110875	0.00097940565398618	0.0006506588488173865	0.0004721321746466483	0.00040267466094020757	0.00042623852445649457	0.0005481836071463196	0.000796429469779172	0.001227637223734367	0.0019395869018706176	0.0030919243662606787	0.004938342437583717	0.007873378535573287	0.012494533882601105	0.01967134992871791	0.03059090353239302	0.04670961535895439	0.06950135851648973	0.09992228273604374	0.13771708788539527	0.18101074540345297
177.8279	177.8279	0.0056	0.43333333333333335	0.001	0.30391953823131973	0.00047524479429511356	0.001	0.0	0.0	0.0	1.0206859874960335	0.00047524479429511356	0.0006561934389666848	0.0009881288450978335	0.0015465976693301222	0.002457608035484149	0.0039237682106508616	0.006263565341792111	0.009966217562218046	0.015759376893348876	0.024672124167483395	0.03804455654996817	0.057390744223536565	0.08400476050941164	0.11830868727838002	0.15923369850581928	0.2041607204824725	0.24966632942868944	0.29262874300818076	0.33097920525563257	0.36382204065068097	0.39114427036058796	0.41343552972444075	0.43139234774669877	0.4457400335757938	0.45714488024654	0.46618106467401826	0.47332597650099406	0.4789682878732597	0.4834204770074627	0.4869318450990218
5.6234	0.0056	177.8279	0.6666666666666666	0.001	8.531678524172808	0.00040080040453022695	0.017433288221999882	0.0	0.0	0.0	0.0010073682160641386	0.0034742023019885206	0.0021718063661171193	0.0013682442300167027	0.0008797891723421077	0.0005942892170923001	0.00044602296719483206	0.00040080040453022695	0.0004481538659443079	0.0005989087582006084	0.000887564291441885	0.001379916418183462	0.0021873456500062813	0.003490197804946173	0.005573471887366759	0.00887771877392554	0.01406436583411068	0.02208291428446174	0.0342008282665073	0.051914048108873206	0.0766248968182176	0.10904109482029882	0.1485027657498941	0.19273767125610775	0.23842069722989268	0.2822606730415352	0.32189085643188114	0.35613960399377415	0.3848097529961107	0.40829766345615126	0.4272691766362039
0.0056	5.6234	0.1778	0.7333333333333333	0.04520353656360243	1000.0	0.0004113059710037827	22.122162910704493	0.0	0.0	0.0	996.4297649605015	0.777215923287252	0.6841990391955267	0.5736507153511223	0.45521743283279564	0.3416419187288906	0.24372528617136324	0.16676308557190103	0.11055074739064542	0.07165686457036383	0.04574305879475396	0.028909266796236583	0.01815336987769118	0.011353786004970055	0.007084800211188695	0.004417163836120847	0.0027566587211688047	0.0017281041651314463	0.0010970538705475646	0.0007188879210414739	0.0005066538037562579	0.00041145172261354877	0.0004113059710037827	0.000506123965933012	0.0007176175701985005	0.0010941133032378175	0.0017211610132866948	0.002739854430218517	0.004375732133361507	0.0069815569418183706	0.011095741730856581
0.0133	0.075	421.6965	0.8	0.017433288221999882	1000.0	7.192188172974318e-5	35.62247890262442	0.0	0.0	0.0	5.588754084037697	0.5949709578900432	0.4770611880778633	0.36165371858761153	0.2602690728855122	0.17932147040509344	0.11948287192710792	0.07772081567567025	0.049731033022385705	0.031477202989608634	0.01978396767687262	0.012379073579492517	0.007723956909300425	0.00481095348122793	0.0029934003796085787	0.0018614804705343604	0.0011574980900126513	0.0007202221600535696	0.0004491328802735205	0.0002817697495281934	0.00017951656573154514	0.0001187595142363243	8.546018164900618e-5	7.192188172974318e-5	7.501421856418091e-5	9.54498043005503e-5	0.00013794654890694478	0.0002123105942877887	0.00033568233776601396	0.0005364436620014625	0.0008606347680784597
13.3352	74.9894	0.4217	0.8666666666666667	0.001	148.73521072935117	7.1454892188547e-5	0.04520353656360243	0.0	0.0	0.0	5.689457529672349	0.001463973693437783	0.0009105111535019765	0.0005670134205112893	0.00035441565839348466	0.0002236947955433811	0.0001446742796672188	9.909999972770284e-5	7.643967811791775e-5	7.1454892188547e-5	8.29919173082674e-5	0.00011371406542745262	0.0001707128056647715	0.0002671342768376216	0.00042518412506490873	0.0006811710436957234	0.0010936663231053245	0.001756438014730728	0.002818569684094937	0.004514954721622635	0.007210611127260378	0.01146043287681021	0.018078556014626747	0.028192315131963283	0.04321920902622658	0.06466205890387966	0.09362649924492368	0.13013209269595596	0.17260739569314712	0.21807918143777988	0.26310294361636943
421.6965	0.0024	13.3352	0.13333333333333333	0.001	0.0041753189365604	0.025029929372753265	0.001	0.0	0.0	0.0	6.0191934602537e-6	0.025029929372753265	0.0385347810434405	0.05806243545369065	0.08488953957287322	0.119401303568068	0.1604806682024777	0.20547126619642858	0.25094275000776156	0.29379572106820545	0.33199587765381877	0.36467777768500226	0.39184784984261434	0.4140051321119999	0.43184890961463235	0.4461036746977577	0.45743335653114126	0.4664093400616837	0.47350633165090744	0.4791106435063259	0.4835327712293494	0.48702039263960467	0.48977016180789407	0.4919377742439786	0.49364627977283526	0.4949928210917265	0.4960540362377637	0.4968903611977381	0.4975494427245357	0.4980688386496259	0.4984781511699141
