Iteration	mU	mW	eP	gU	kD	gW	e0	eM	robustness	|CoRa<=0.1|	min(CoRA)	SS	0.001	0.0016102620275609393	0.002592943797404667	0.0041753189365604	0.006723357536499335	0.010826367338740546	0.017433288221999882	0.02807216203941177	0.04520353656360243	0.0727895384398315	0.11721022975334802	0.18873918221350972	0.30391953823131973	0.48939009184774934	0.7880462815669912	1.2689610031679222	2.043359717856942	3.2903445623126686	5.298316906283709	8.531678524172808	13.73823795883263	22.122162910704493	35.62247890262442	57.36152510448679	92.36708571873861	148.73521072935117	239.5026619987486	385.6620421163472	621.0169418915616	1000.0
10.0	4.385	232.1	0.04786	0.00875	0.2153	0.001908	43.48	7.549	0.0	NaN	0.17006197921185304	NaN	0.47282872665694575	0.4782956675961066	0.48258044018041585	0.4859043300611076	0.4884436096331108	0.4903353525857197	0.49168288821162504	0.49256036102575074	0.4930161984797641	0.4930754352622553	0.49274089015489314	0.49199318864526437	0.490789595898037	0.48906158310227266	0.4867110039370554	0.48360471599815946	0.4795674604427632	0.4743728445228526	0.4677324236797718	0.45928328849372524	0.44857549031271093	0.43506256851947406	0.4181021644584236	0.396980265254705	0.3709825518486516	0.3395468826651258	0.30252950793973177	0.260573825834936	0.21544884117149848	0.17006197921185304
11.0	3.975	198.0	0.05786	0.006066	0.1805	0.00175	27.04	7.006	0.0	NaN	0.13576948944488362	NaN	0.46516081603198917	0.4721926459258979	0.4777066902221636	0.48198808337865356	0.4852646066714146	0.48771384572454335	0.48947016458394904	0.4906306449775978	0.49125967056300546	0.49139206868595686	0.49103480402719046	0.49016722512781763	0.4887398347429689	0.48667150897597217	0.483845042476311	0.48010086435961724	0.47522878144746494	0.4689577210771248	0.4609437840748862	0.45075771152192956	0.4378745461017839	0.4216715565253168	0.4014464105812516	0.3764768946557295	0.3461544684771666	0.3102266521897452	0.2691510272307737	0.22445849147514713	0.17885820437702188	0.13576948944488362
12.0	4.862	243.8	0.06098	0.008422	0.1282	0.001168	22.2	6.722	0.0	NaN	0.19572988239467354	NaN	0.4570719051794266	0.46586981986666987	0.4728053420775342	0.4782362419299956	0.4824518193940843	0.48568130363256395	0.48810266263663477	0.4898504915359261	0.49102247729687304	0.4916843142176319	0.49187309334771145	0.49159922552201674	0.490846940198079	0.4895733594964429	0.48770609354164013	0.48513924925933577	0.48172770195380704	0.47727946894037987	0.47154609191404645	0.46421117111887256	0.4548777813522052	0.4430567814566469	0.42816061123077365	0.4095119818758203	0.38638490281196314	0.35810640036887853	0.32425513175394594	0.28497823827922475	0.24137333869337524	0.19572988239467354
13.0	4.5	234.5	0.06	0.01035	0.1523	0.001251	14.98	9.22	0.0	NaN	0.1331921825308296	NaN	0.4570987574402965	0.4658251216947645	0.47268020961503154	0.47801984248083534	0.4821296372561527	0.4852336780049303	0.48750330305052664	0.4890647693584937	0.4900053313703632	0.49037761629683735	0.49020230614528004	0.4894691589774327	0.48813637385360575	0.48612825468467596	0.4833310761517733	0.47958701895296246	0.4746860534225419	0.4683557721107511	0.4602495274792622	0.44993406205391495	0.4368795705250458	0.42045855384469405	0.39996594313697487	0.37468248797188797	0.3440142971086932	0.3077429146255724	0.2663845585389946	0.22154665482791916	0.1760046201784138	0.1331921825308296
14.0	7.251	168.6	0.06655	0.0119	0.09058	0.002223	16.72	10.8	0.0	NaN	0.14818716984719796	NaN	0.47293821627735044	0.4783895464367546	0.48264107690285757	0.48592138248966127	0.48840971603296673	0.4902435220596142	0.4915248024050459	0.49232512305978793	0.49268924503077177	0.49263742572586394	0.4921664373442219	0.4912493177825158	0.48983382386414015	0.4878395050826706	0.48515326578311563	0.4816232458315809	0.4770508467151717	0.47118080864050577	0.4636895009166095	0.4541722134266448	0.4421315910986871	0.4269720650949954	0.40801015405700036	0.3845188027453434	0.355834927074603	0.3215664097803134	0.2819169601810528	0.23806696221406579	0.19239186461407934	0.14818716984719796
15.0	6.302	180.1	0.07577	0.0163	0.1085	0.002116	19.39	7.645	0.0	NaN	0.1687368601725534	NaN	0.45819228391818106	0.4667250549648843	0.4734433508356957	0.4786932202268336	0.48275388134184277	0.4858457933861302	0.488139077132373	0.4897610030867401	0.49080205733937604	0.49132045350225867	0.49134509892632117	0.49087705525483805	0.48988951302279093	0.4883262555334822	0.4860985341463704	0.4830802278511907	0.47910113220735356	0.4739382502852149	0.4673051102612323	0.4588395495229736	0.44809135167841563	0.43451308933210225	0.41746131394261154	0.3962218892671499	0.37008328083126607	0.33849206739238236	0.3013227806758446	0.25924851509752944	0.21407467777630027	0.1687368601725534
16.0	5.852	185.7	0.07391	0.01544	0.1057	0.002773	20.35	12.16	0.0	NaN	0.15673721439905772	NaN	0.46902322511601885	0.47529685536259086	0.4802074892399403	0.48401547168065945	0.4869269553967635	0.48910174117826755	0.4906602754204434	0.49168936291785315	0.49224647829192536	0.49236268802344435	0.49204422597232317	0.49127274836459267	0.4900042542804862	0.48816660757544067	0.48565554460536065	0.4823290096709425	0.477999646388728	0.4724253289451709	0.46529782613519083	0.45623022017152065	0.444744869909547	0.4302660817237188	0.41212612190142095	0.389600799623482	0.36200154632243614	0.3288598629121987	0.29022978036340324	0.24706924372691272	0.20151654842687458	0.15673721439905772
17.0	5.743	145.8	0.06025	0.01081	0.1066	0.001895	24.83	11.76	0.0	NaN	0.14909387905479096	NaN	0.4785779689857478	0.4828394107374218	0.48615111015763546	0.4886900947428238	0.4905942826855901	0.4919682279587948	0.49288789037831093	0.4934042888502725	0.49354602119843793	0.49332067117874745	0.4927151159946195	0.49169471763201555	0.49020133967000257	0.48815008433847534	0.4854245986876738	0.4818707643393741	0.47728858433469257	0.47142215937062576	0.46394789923012775	0.454461731591054	0.4424674049132068	0.42737065721077777	0.40848898247015664	0.3850949468032904	0.3565219861464962	0.32236892846792303	0.28282253769478805	0.23903879875501574	0.1933681614836696	0.14909387905479096
18.0	5.238	227.9	0.04377	0.01131	0.1347	0.00214	29.3	12.92	0.0	NaN	0.1921059904662761	NaN	0.478667941127288	0.48295768727616845	0.4863054878656564	0.4888900109650209	0.49085152035476265	0.4922976863289992	0.49330849326107373	0.4939400980981375	0.49422762785867036	0.4941869480741237	0.4938154325908309	0.49309174056166283	0.4919745697606165	0.4904003120753572	0.4882794908698266	0.485491815788508	0.4818796585821524	0.47723975578419275	0.47131302767498845	0.46377266479371587	0.4542112649195132	0.442129166262318	0.4269288478604014	0.4079253078656013	0.3843906483253717	0.3556621041147819	0.3213497559768259	0.28166206338226674	0.23778653807807862	0.1921059904662761
19.0	7.378	182.6	0.03928	0.01212	0.162	0.001385	34.56	13.46	0.0	NaN	0.1286740780038019	NaN	0.48579990725689287	0.4885170707721524	0.49059685933621255	0.49215097550934256	0.4932639226455717	0.49399668857494083	0.4943895621237261	0.4944640422641988	0.4942238357194187	0.4936549364006861	0.4927247569192824	0.4913802476663048	0.48954489771128407	0.4871144684488862	0.4839512726326424	0.47987679301283676	0.47466246808038337	0.468018623897818	0.4595819348210883	0.44890271202806553	0.4354352224532651	0.418537917589829	0.3974969434632825	0.37159617467136824	0.3402676375681276	0.303355232526225	0.2614821522902859	0.21639241950717117	0.17097380346102314	0.1286740780038019
20.0	7.105	189.0	0.03407	0.01101	0.1471	0.001094	37.19	19.4	0.0	NaN	0.14187763912952864	NaN	0.48985113733608415	0.49173894648651145	0.4931666731286136	0.4942114575735197	0.49493029013954	0.4953625883089796	0.49553204500707804	0.49544774128812447	0.4951045223348013	0.49448262135436566	0.49354649009429735	0.492242761478102	0.49049723166118653	0.4882107081264305	0.4852535321973838	0.4814585597130523	0.4766123973214916	0.4704447963874097	0.46261640910902885	0.45270582289463945	0.4401983032883393	0.42448167057871267	0.4048601993862602	0.3806062485367332	0.35108040964029674	0.3159560976497193	0.2755598859887838	0.23124620644530566	0.1855624766791595	0.14187763912952864
21.0	9.251	182.3	0.0294	0.009329	0.1497	0.001381	27.91	17.65	0.0	NaN	0.10963835431563762	NaN	0.49072473127341926	0.49237720239875454	0.4936036867689952	0.49447075870475393	0.49502582126217304	0.4952992845106027	0.4953059873383765	0.4950458576524756	0.49450379923920756	0.4936487715185443	0.492431997049793	0.4907841942192303	0.4886116917862616	0.48579124235942295	0.48216332320193533	0.4775237166776553	0.47161324532003596	0.4641057928642969	0.45459536056578626	0.4425842426166219	0.42747707729712703	0.4085904853563643	0.3851962205529866	0.3566267354179547	0.32247940237402795	0.2829387803247301	0.2391579243679345	0.19348435242776366	0.14919981649648353	0.10963835431563762
22.0	12.92	261.0	0.02834	0.008918	0.1524	0.001129	34.67	15.37	0.0	NaN	0.12849122943190022	NaN	0.490521525431946	0.49225318537100127	0.4935500674291022	0.4944834181844016	0.49510482464428973	0.4954487286622609	0.49553413809238234	0.495365560694955	0.49493317329214115	0.49421221323741676	0.4931615466777408	0.49172133061033513	0.48980964494600876	0.4873179292955864	0.48410502321176657	0.4799895925917994	0.47474076063978443	0.46806691583468046	0.4596030763355688	0.44889811091878157	0.43540502746206355	0.41848122838124985	0.3974121404915018	0.3714815129519574	0.34012228522645904	0.30318086248052467	0.2612848314387234	0.21618378760169082	0.1707699228379044	0.12849122943190022
23.0	12.93	289.6	0.04231	0.008999	0.1657	0.001173	35.35	19.37	0.03333333333333333	0.0	0.0839402565316156	155.40116947676023	0.4891605005616314	0.49108856473647977	0.49251433939107286	0.4935168289876377	0.4941518250086252	0.4944547126042018	0.49444227094960375	0.4941135046945182	0.493449518445826	0.4924124098409618	0.4909431142660312	0.4889580886681639	0.48634467706313483	0.48295496426095663	0.4785979149628257	0.4730296514691635	0.4659419252680777	0.45694934669453735	0.44557706052260804	0.43125284486420906	0.4133119399626277	0.3910303189139468	0.3637126944132122	0.33087089516059504	0.29251985197725777	0.2495577605604307	0.20405603789668453	0.15913819817783068	0.11822736098083618	0.0839402565316156
24.0	14.03	221.6	0.04205	0.007002	0.1721	0.001	30.01	17.37	0.06666666666666667	0.20689655172413796	0.0532248722447545	93.89190552653349	0.4899950083396375	0.4916293848042934	0.49279163711878093	0.49354602711954915	0.49393436491377657	0.4939780717355841	0.4936792156098756	0.4930205255259037	0.49196435789734577	0.49045054781272573	0.48839303192804345	0.4856750851843367	0.4821429796837951	0.47759787205118365	0.47178580008218124	0.4643859123185165	0.45499764768081163	0.44312887160622333	0.4281895678306962	0.4095005117155575	0.38633440510490996	0.3580178731056174	0.32413052865478637	0.28482227870669347	0.24119525350074722	0.19554380629409715	0.15112243671463055	0.11128764289625345	0.07840171795534227	0.0532248722447545
25.0	11.37	237.6	0.06695	0.006623	0.1535	0.001	35.1	16.04	0.06666666666666667	0.20689655172413796	0.06169282141279615	98.69712671475838	0.48585181310526465	0.48840151091712153	0.49029742347619165	0.49164461541635374	0.49251812203857376	0.4929667004994883	0.4930153124426493	0.4926663810483084	0.49189984267957215	0.49067197289005526	0.48891291796048675	0.4865228128361919	0.48336632267022994	0.47926542416407397	0.47399027845942304	0.4672482099641065	0.4586712371124845	0.44780357568545215	0.43409255094281496	0.4168902248588577	0.3954798152246457	0.3691510968087051	0.3373592994652261	0.29999900024305454	0.2577766492926014	0.2125385601794319	0.16725132660984274	0.12536416153726426	0.08972024646840777	0.06169282141279615
26.0	12.1	174.3	0.06177	0.006796	0.1241	0.001	31.34	13.26	0.03333333333333333	0.0	0.0723700277831787	97.66076460507549	0.4868222254312627	0.4892063085344745	0.4909831818970716	0.492250881644702	0.49307974913155395	0.49351588932407264	0.49358348305396366	0.4932859849652753	0.4926062216624959	0.49150536931797434	0.4899207456512825	0.4877623032652636	0.48490766606618996	0.48119551954656287	0.47641717384660814	0.4703062179521769	0.46252648083839343	0.452659220706888	0.44019196915602116	0.42451443899547936	0.40493234973944003	0.38071882183265743	0.35123407061957906	0.31614934865495425	0.27578674078645593	0.23149421568231784	0.18581295482886248	0.1421096460954209	0.1036143842025527	0.0723700277831787
27.0	9.729	132.4	0.0456	0.005755	0.08505	0.001	23.0	14.06	0.0	NaN	0.12044719137002671	NaN	0.48903326412148723	0.4910646407278707	0.4925950163387524	0.4937083239846352	0.49446604408404116	0.49491017348532	0.49506530523552156	0.4949398453374496	0.4945263838073513	0.4938012125000803	0.4927229483427229	0.49123018118937395	0.4892380228241612	0.48663339111726717	0.48326882855267445	0.4789546444194674	0.4734492220270283	0.4664475236289155	0.4575683111252963	0.44634167701100763	0.4322006815619686	0.4144850741313657	0.39247228138777096	0.36546129276508055	0.3329447758666353	0.29489817598708135	0.2521580480174836	0.20672517363396758	0.16167636584089287	0.12044719137002671
28.0	11.6	101.3	0.04556	0.008141	0.07329	0.001	14.51	16.27	0.03333333333333333	0.0	0.09521747048814533	80.11787699807604	0.49026413003842206	0.49198568953521876	0.49325722369590336	0.494148531491043	0.4947088032207136	0.49496899715712706	0.4949433522068795	0.4946300511715652	0.49401103222274373	0.4930509167386025	0.4916949847173676	0.4898660875061933	0.48746034468982236	0.48434143373695077	0.4803332609993075	0.4752108306084113	0.46868926620074547	0.4604113157884547	0.4499345287235537	0.4367210885587304	0.42013677401398564	0.3994717351989934	0.37400538385338167	0.3431485365654248	0.3066968617795905	0.2651922678738403	0.22027595797213181	0.1747519534361805	0.1320585494103903	0.09521747048814533
29.0	10.49	122.4	0.04831	0.008771	0.07032	0.001024	12.24	14.92	0.0	NaN	0.11837248440914593	NaN	0.48693035167872495	0.4894026386451201	0.4912800134164319	0.49266580657550985	0.49363682819903626	0.4942471251104984	0.4945307033150441	0.4945032583076841	0.4941629496199397	0.49349022992244124	0.49244670253443606	0.4909729388412664	0.48898514174866026	0.4863704966773457	0.48298101568935187	0.4786256710035899	0.47306067004208846	0.4659779255177302	0.45699228146753473	0.44562917668872376	0.43131671071212824	0.4133903969013754	0.39112627953048135	0.3638286653124406	0.3310080848244617	0.2926768285317359	0.2497290064003195	0.20423140321452707	0.15930454368666286	0.11837248440914593
30.0	11.72	92.62	0.05278	0.009008	0.0899	0.00139	14.23	11.01	0.06666666666666667	0.20689655172413796	0.06911150555190437	65.72354224569702	0.4862387545395824	0.4887296429334382	0.49058961243502724	0.4919200698488536	0.4927941130331254	0.49325992608132524	0.49334308044480696	0.4930477354327157	0.49235673125897905	0.4912305415125575	0.4896050121814111	0.48738776894628316	0.48445313126886824	0.48063534426843274	0.4757199550339257	0.4694332761145654	0.4614302116446087	0.45128149806625617	0.43846305317535184	0.42235334993870655	0.40225054822219786	0.3774303239032554	0.3472763622893502	0.311518773760062	0.2705852270209504	0.22596720793701053	0.1803388766631296	0.13711031928006534	0.09941712740699286	0.06911150555190437
31.0	8.321	103.5	0.04928	0.005843	0.09187	0.001404	16.23	7.213	0.0	NaN	0.11198444833881313	NaN	0.48098860449031466	0.4846888579560256	0.48753877543876634	0.4896916320914121	0.49126478539679136	0.49234474765966924	0.49299120059380097	0.49323987225245103	0.49310427163081744	0.49257628770801337	0.4916256386370012	0.49019811905487626	0.48821254793310576	0.4855562732588035	0.4820790537929459	0.4775851333432161	0.471823393636489	0.4644757086939623	0.4551442066062694	0.4433394149434554	0.4284738253141243	0.4098701859016453	0.3868018176409747	0.3585931423808469	0.3248166018453199	0.28560785435076763	0.24204784049928096	0.19640846709542276	0.15193225380437275	0.11198444833881313
32.0	6.831	104.3	0.03947	0.004216	0.1139	0.001356	18.73	8.469	0.0	NaN	0.10272789924757983	NaN	0.4849105052190057	0.48776536803729886	0.4899419112760938	0.49155657334669894	0.4926968541869473	0.4934250322407143	0.49378097695047196	0.49378399020010955	0.49343365472582973	0.4927096674166069	0.4915706114256662	0.4899515840971599	0.4877605548021829	0.48487328510037064	0.4811266156262016	0.47630993535889976	0.47015475290625747	0.4623225948722423	0.45239217677166227	0.4398483257691435	0.4240781659145992	0.404385598656373	0.38004399532983923	0.3504180970561215	0.31519096163156307	0.2747062240035472	0.23034161620369512	0.18466658654308532	0.14105813337712605	0.10272789924757983
33.0	5.727	100.1	0.0204	0.00414	0.1131	0.001	16.72	7.532	0.0	NaN	0.1708961147638661	NaN	0.4879487337129979	0.49025753543229467	0.4920341973845277	0.49337088670925716	0.4943382980197523	0.494988237757628	0.4953557195474193	0.49546044753461377	0.49530763203991707	0.4948881025444585	0.4941776775243867	0.49313572973563635	0.4917028549135411	0.48979751506807423	0.48731148838774935	0.48410392309837164	0.4799937772746804	0.4747504625035592	0.4680826630901619	0.4596257085844449	0.44892879610661035	0.43544526610915607	0.41853281710797163	0.39747704354558794	0.3715615586219107	0.340218580943977	0.30329286593502275	0.26140923544306927	0.21631383191255463	0.1708961147638661
34.0	6.061	115.9	0.0239	0.004157	0.08664	0.001278	22.28	13.37	0.0	NaN	0.1972086874174691	NaN	0.4915762906279943	0.493160007110654	0.4943660765721652	0.4952584887422976	0.49588521472987207	0.4962802076711742	0.4964648970819899	0.49644914397821277	0.49623164174838286	0.49579974471555294	0.49512869089672656	0.4941801619762581	0.4929000940271134	0.4912156182633028	0.4890309736744956	0.48622219649998205	0.48263036408616977	0.47805317299326117	0.47223470675195395	0.46485348708721824	0.45550948181150563	0.44371200071459743	0.4288729441019032	0.4103145973372393	0.38730909370402544	0.35917753624474275	0.32548492197272694	0.2863533742990012	0.24284422932916583	0.1972086874174691
35.0	6.537	148.2	0.01841	0.003534	0.06781	0.001573	35.42	12.79	0.0	NaN	0.3091320239552445	NaN	0.4936637659115469	0.4948899661501218	0.49583627344766323	0.4965522370710524	0.497075977348762	0.4974356954910276	0.4976508785724609	0.4977331649710217	0.4976868577643206	0.4975090781792922	0.49718954546194827	0.4967099572637759	0.49604292759188945	0.4951504181833343	0.4939815738692779	0.4924698430113692	0.49052923077078525	0.4880494976371951	0.48489008358684893	0.48087252223864585	0.47577113780821145	0.46930195035563654	0.4611100731962132	0.45075670715240607	0.4377085568550753	0.42133585133471135	0.4009311688221369	0.3757706806522447	0.34525038212700115	0.3091320239552445
36.0	5.747	145.5	0.0256	0.004101	0.08532	0.002052	33.24	15.34	0.0	NaN	0.23660955984329654	NaN	0.4921561621389388	0.4936514384484357	0.4947967423163155	0.49565274072932075	0.49626541036485916	0.4966679503735247	0.49688224808349696	0.4969198681583874	0.49678255479586486	0.4964622359474876	0.49594050640798976	0.4951875470428519	0.49416041227336094	0.49280058801562965	0.4910306881806644	0.48875012105674365	0.48582952145657726	0.4821037204169059	0.4773630340147438	0.47134274467651555	0.4637109210046979	0.45405537078339947	0.4418719136848902	0.42655893508505854	0.4074282995329721	0.38375111359940656	0.35486786121418523	0.32039913030141015	0.2805739192325274	0.23660955984329654
37.0	5.066	139.5	0.01661	0.004369	0.08429	0.00224	35.19	13.46	0.0	NaN	0.2991975020184976	NaN	0.49382931912086475	0.49500779498513187	0.49591732947927525	0.49660375340678203	0.49710250443686255	0.4974397433828659	0.49763329559651936	0.49769333132185456	0.4976227398574375	0.49741716824091975	0.4970646960907364	0.49654510974964317	0.495828723774514	0.4948746773925196	0.49362860824463056	0.4920195758232914	0.4899560732649727	0.48732093113808006	0.48396488731163056	0.4796985886651853	0.4742828376952348	0.46741707174422004	0.4587265088511245	0.4477493900579668	0.4339277975249272	0.41660945162867613	0.3950747348833693	0.3686133648751093	0.33668537649419017	0.2991975020184976
38.0	3.914	180.1	0.02076	0.004454	0.08294	0.001709	22.19	13.99	0.0	NaN	0.2986872730867583	NaN	0.48796755933553515	0.4903816467188496	0.4922675267004266	0.49372480459150975	0.49483179131363303	0.4956487051270592	0.4962203574469863	0.49657826182115244	0.49674216284912287	0.49672100030857186	0.4965133212760877	0.4961071390009483	0.49547921632317005	0.4945937255614437	0.49340020676776913	0.4918307123608876	0.4897959891476443	0.4871805111248674	0.4838361449461198	0.4795742203646776	0.47415582497241165	0.46728031848051105	0.45857251203544747	0.4475699627641737	0.4337139004854409	0.41635125705557063	0.39476215567346284	0.3682374257617209	0.3362408914817415	0.2986872730867583
