Iteration	mA	mB	mU	e0	eP	bA	bI	robustness	|CoRa<=0.1|	min(CoRA)	SS	0.001	0.0016102620275609393	0.002592943797404667	0.0041753189365604	0.006723357536499335	0.010826367338740546	0.017433288221999882	0.02807216203941177	0.04520353656360243	0.0727895384398315	0.11721022975334802	0.18873918221350972	0.30391953823131973	0.48939009184774934	0.7880462815669912	1.2689610031679222	2.043359717856942	3.2903445623126686	5.298316906283709	8.531678524172808	13.73823795883263	22.122162910704493	35.62247890262442	57.36152510448679	92.36708571873861	148.73521072935117	239.5026619987486	385.6620421163472	621.0169418915616	1000.0
12.0	0.001956	0.001	24.25	0.002527	3.049	1.641	490.5	0.0	NaN	1.0000000000595013	NaN	1.0000000000595013	1.0000000000958182	1.0000000001542966	1.0000000002484721	1.000000000400151	1.0000000006444363	1.0000000010379602	1.0000000016720634	1.0000000026941296	1.0000000043426358	1.0000000070041024	1.0000000113078986	1.0000000182854707	1.000000029645108	1.0000000482634956	1.0000000791122592	1.000000131133369	1.0000002214091075	1.0000003856158897	1.000000708624903	1.0000014349554431	1.0000035090485542	1.0000126629159771	1.0000629969394834	1.00013958000677	1.000233420041238	1.000378725174905	1.0006114171962626	1.000986219794573	1.001591261865178
13.0	0.001494	0.001621	26.37	0.002828	4.053	2.344	503.2	0.0	NaN	1.000000000076743	NaN	1.000000000076743	1.0000000001235794	1.0000000001990137	1.0000000003204952	1.0000000005161713	1.0000000008314092	1.0000000013394494	1.0000000021585014	1.0000000034800027	1.0000000056147738	1.0000000090700492	1.000000014680259	1.000000023835685	1.0000000388995813	1.0000000640158777	1.0000001068042548	1.0000001823080729	1.0000003235011528	1.0000006145978328	1.0000013258904177	1.0000037010411076	1.0000171055234608	1.0000666868152424	1.0001218052859144	1.0001995930559724	1.0003227446070104	1.000520574939983	1.0008393562982123	1.0013538303580016	1.0021855421480204
14.0	0.00158	0.001646	31.3	0.003774	2.979	3.169	476.9	0.0	NaN	1.0000000000419038	NaN	1.0000000000419038	1.0000000000674807	1.0000000001086695	1.000000000175006	1.0000000002818463	1.0000000004539527	1.000000000731274	1.000000001178283	1.0000000018992543	1.00000000306326	1.0000000049455844	1.0000000079973672	1.0000000129658713	1.000000021109677	1.0000000346044144	1.0000000573650856	1.0000000968774538	1.0000001688043763	1.0000003105543005	1.0000006309157574	1.0000015612811581	1.0000060032098659	1.0000381814142223	1.0000864135308756	1.0001435310990736	1.0002324545025172	1.0003749996782063	1.0006045238451646	1.0009746630992538	1.0015723530097833
15.0	0.001836	0.00221	28.73	0.004208	2.712	4.686	401.5	0.0	NaN	1.0000000000405214	NaN	1.0000000000405214	1.0000000000652571	1.0000000001050895	1.0000000001692455	1.0000000002725753	1.00000000043906	1.0000000007073486	1.0000000011399417	1.0000000018379802	1.0000000029658163	1.0000000047918511	1.0000000077581963	1.0000000126029085	1.0000000205845636	1.0000000339210389	1.0000000567220881	1.0000000971998302	1.0000001737003112	1.0000003345886954	1.0000007446605357	1.0000022801168504	1.0000159561271043	1.0000819791543885	1.0001416618016419	1.0002299663538132	1.0003710852713248	1.0005982341674953	1.000964517937711	1.0015559592551135	1.0025127190698908
16.0	0.002267	0.001693	25.28	0.003955	2.039	7.119	300.5	0.0	NaN	1.00000000002116	NaN	1.00000000002116	1.0000000000340676	1.0000000000548634	1.0000000000883547	1.0000000001422906	1.000000000229176	1.000000000369165	1.0000000005948042	1.0000000009586771	1.0000000015460306	1.0000000024955322	1.0000000040340948	1.000000006536826	1.000000010633313	1.0000000174061978	1.0000000287883863	1.0000000484332396	1.000000083861045	1.0000001526382425	1.0000003044006611	1.000000729844436	1.0000027518708363	1.0000414303662868	1.0001382825527732	1.000227250879118	1.0003670648856575	1.0005918361423292	1.0009542197350236	1.0015393280748384	1.0024857900962627
17.0	0.001826	0.001387	16.9	0.004481	2.183	7.915	270.7	0.26666666666666666	1.4482758620689655	-0.004590083881380654	12169.830319258901	1.0000000000448817	1.0000000000722744	1.000000000116389	1.0000000001874367	1.0000000003018839	1.0000000004862866	1.0000000007834675	1.0000000012626977	1.0000000020361313	1.0000000032861511	1.000000005310974	1.0000000086027512	1.00000001398561	1.000000022871655	1.0000000377677836	1.000000063372174	1.0000001092338404	1.000000197239708	1.000000387448907	1.0000008992496046	1.0000030934900228	1.0000349862537108	-0.0004576242846713834	-0.00039156585174662643	-0.00048658199370734426	-0.000712242541609015	-0.0011090308333022313	-0.0017667771800381207	-0.0028407213283647968	-0.004590083881380654
18.0	0.001826	0.001387	16.9	0.004481	2.183	7.915	270.7	0.26666666666666666	1.4482758620689655	-0.004590083881380654	12169.830319258901	1.0000000000448817	1.0000000000722744	1.000000000116389	1.0000000001874367	1.0000000003018839	1.0000000004862866	1.0000000007834675	1.0000000012626977	1.0000000020361313	1.0000000032861511	1.000000005310974	1.0000000086027512	1.00000001398561	1.000000022871655	1.0000000377677836	1.000000063372174	1.0000001092338404	1.000000197239708	1.000000387448907	1.0000008992496046	1.0000030934900228	1.0000349862537108	-0.0004576242846713834	-0.00039156585174662643	-0.00048658199370734426	-0.000712242541609015	-0.0011090308333022313	-0.0017667771800381207	-0.0028407213283647968	-0.004590083881380654
19.0	0.001826	0.001387	16.9	0.004481	2.183	7.915	270.7	0.26666666666666666	1.4482758620689655	-0.004590083881380654	12169.830319258901	1.0000000000448817	1.0000000000722744	1.000000000116389	1.0000000001874367	1.0000000003018839	1.0000000004862866	1.0000000007834675	1.0000000012626977	1.0000000020361313	1.0000000032861511	1.000000005310974	1.0000000086027512	1.00000001398561	1.000000022871655	1.0000000377677836	1.000000063372174	1.0000001092338404	1.000000197239708	1.000000387448907	1.0000008992496046	1.0000030934900228	1.0000349862537108	-0.0004576242846713834	-0.00039156585174662643	-0.00048658199370734426	-0.000712242541609015	-0.0011090308333022313	-0.0017667771800381207	-0.0028407213283647968	-0.004590083881380654
20.0	0.001826	0.001387	16.9	0.004481	2.183	7.915	270.7	0.26666666666666666	1.4482758620689655	-0.004590083881380654	12169.830319258901	1.0000000000448817	1.0000000000722744	1.000000000116389	1.0000000001874367	1.0000000003018839	1.0000000004862866	1.0000000007834675	1.0000000012626977	1.0000000020361313	1.0000000032861511	1.000000005310974	1.0000000086027512	1.00000001398561	1.000000022871655	1.0000000377677836	1.000000063372174	1.0000001092338404	1.000000197239708	1.000000387448907	1.0000008992496046	1.0000030934900228	1.0000349862537108	-0.0004576242846713834	-0.00039156585174662643	-0.00048658199370734426	-0.000712242541609015	-0.0011090308333022313	-0.0017667771800381207	-0.0028407213283647968	-0.004590083881380654
21.0	0.001826	0.001387	16.9	0.004481	2.183	7.915	270.7	0.26666666666666666	1.4482758620689655	-0.004590083881380654	12169.830319258901	1.0000000000448817	1.0000000000722744	1.000000000116389	1.0000000001874367	1.0000000003018839	1.0000000004862866	1.0000000007834675	1.0000000012626977	1.0000000020361313	1.0000000032861511	1.000000005310974	1.0000000086027512	1.00000001398561	1.000000022871655	1.0000000377677836	1.000000063372174	1.0000001092338404	1.000000197239708	1.000000387448907	1.0000008992496046	1.0000030934900228	1.0000349862537108	-0.0004576242846713834	-0.00039156585174662643	-0.00048658199370734426	-0.000712242541609015	-0.0011090308333022313	-0.0017667771800381207	-0.0028407213283647968	-0.004590083881380654
22.0	0.001826	0.001387	16.9	0.004481	2.183	7.915	270.7	0.26666666666666666	1.4482758620689655	-0.004590083881380654	12169.830319258901	1.0000000000448817	1.0000000000722744	1.000000000116389	1.0000000001874367	1.0000000003018839	1.0000000004862866	1.0000000007834675	1.0000000012626977	1.0000000020361313	1.0000000032861511	1.000000005310974	1.0000000086027512	1.00000001398561	1.000000022871655	1.0000000377677836	1.000000063372174	1.0000001092338404	1.000000197239708	1.000000387448907	1.0000008992496046	1.0000030934900228	1.0000349862537108	-0.0004576242846713834	-0.00039156585174662643	-0.00048658199370734426	-0.000712242541609015	-0.0011090308333022313	-0.0017667771800381207	-0.0028407213283647968	-0.004590083881380654
23.0	0.001944	0.001407	21.78	0.003984	2.298	12.31	198.9	0.26666666666666666	1.4482758620689655	-0.002794273123014785	15469.962440259447	1.0000000000160543	1.0000000000258498	1.0000000000416265	1.0000000000670386	1.0000000001079674	1.0000000001739007	1.0000000002801475	1.0000000004513998	1.0000000007276202	1.0000000011736496	1.0000000018950455	1.000000003064985	1.000000004970602	1.000000008096475	1.0000000132827256	1.0000000220483598	1.0000000373197344	1.000000065294365	1.00000012107943	1.0000002503208434	1.0000006508241703	1.0000031729346326	-0.0007748911685485108	-0.0004211604166013123	-0.0003831129351570575	-0.0004805123633775465	-0.0007025356423048206	-0.0010922411652165712	-0.0017385885868997713	-0.002794273123014785
24.0	0.001944	0.001407	21.78	0.003984	2.298	12.31	198.9	0.26666666666666666	1.4482758620689655	-0.002794273123014785	15469.962440259447	1.0000000000160543	1.0000000000258498	1.0000000000416265	1.0000000000670386	1.0000000001079674	1.0000000001739007	1.0000000002801475	1.0000000004513998	1.0000000007276202	1.0000000011736496	1.0000000018950455	1.000000003064985	1.000000004970602	1.000000008096475	1.0000000132827256	1.0000000220483598	1.0000000373197344	1.000000065294365	1.00000012107943	1.0000002503208434	1.0000006508241703	1.0000031729346326	-0.0007748911685485108	-0.0004211604166013123	-0.0003831129351570575	-0.0004805123633775465	-0.0007025356423048206	-0.0010922411652165712	-0.0017385885868997713	-0.002794273123014785
25.0	0.001778	0.001733	17.27	0.00303	2.045	10.52	216.0	0.3	1.6551724137931034	-0.005506132818934874	9952.589822890071	1.0000000000374483	1.0000000000603073	1.0000000000971185	1.000000000156412	1.0000000002519267	1.0000000004058593	1.000000000653976	1.0000000010542351	1.0000000017006263	1.0000000027463187	1.0000000044428103	1.0000000072077795	1.0000000117476824	1.0000000192919378	1.000000032075777	1.0000000544417367	1.0000000957011084	1.000000178971995	1.000000376131755	1.000001014898403	1.000005550958738	-0.0007998220510607622	-0.00044999023339945736	-0.00043435199499888263	-0.0005671114510867667	-0.0008448069550300913	-0.0013235659189284022	-0.002113704320895651	-0.003403190184667334	-0.005506132818934874
26.0	0.002382	0.001708	12.23	0.002372	1.482	14.76	351.2	0.3	1.6551724137931034	-0.010986768128423372	7140.967198476201	1.0000000000373053	1.0000000000600733	1.0000000000967415	1.0000000001558091	1.000000000250956	1.0000000004042902	1.0000000006514882	1.0000000010502783	1.000000001694372	1.0000000027365796	1.000000004428013	1.0000000071862727	1.0000000117192582	1.0000000192630885	1.0000000320770426	1.0000000545853192	1.000000096388567	1.0000001817663637	1.0000003885650275	1.0000010946968296	1.0000072831534872	-0.0004409170811569467	-0.000472886567759513	-0.0006600995002547993	-0.001012626788992513	-0.001605176218073908	-0.002575894935796883	-0.004157712246339637	-0.0067405433489564496	-0.010986768128423372
27.0	0.00231	0.001689	10.01	0.003379	1.695	11.13	272.2	0.3	1.6551724137931034	-0.016476192186778385	5902.186264321779	1.000000000081294	1.000000000130913	1.000000000210829	1.000000000339562	1.0000000005469796	1.0000000008812666	1.0000000014203274	1.0000000022903985	1.000000003696687	1.0000000059748846	1.000000009679239	1.0000000157385815	1.0000000257461736	1.000000042535666	1.0000000714324533	1.0000001233071374	1.000000223246173	1.0000004408833436	1.0000010364131404	1.0000037316367514	1.0000669362442292	-0.0005371383316995298	-0.0006524276908761996	-0.0009527300599609782	-0.0014846219048172725	-0.0023676827411853066	-0.0038118882060556984	-0.006170956561211037	-0.010044596502581134	-0.016476192186778385
28.0	0.002672	0.001668	9.633	0.003512	2.271	9.245	247.8	0.3	1.6551724137931034	-0.017626502367964657	5749.977124307199	1.0000000000910982	1.0000000001466987	1.0000000002362452	1.0000000003804905	1.0000000006128869	1.0000000009873833	1.0000000015912158	1.0000000025655353	1.000000004139661	1.0000000066880192	1.0000000108270866	1.0000000175854167	1.000000028715206	1.0000000472998516	1.000000079041259	1.0000001353018704	1.0000002413828384	1.0000004637885325	1.000001029352372	1.0000031768253743	1.0000295303813946	-0.00057009479486529	-0.0006951859164674518	-0.0010159582135138556	-0.0015834804504978011	-0.0025258028777446935	-0.004067613800846219	-0.006588041239621513	-0.010731853616725896	-0.017626502367964657
29.0	0.004028	0.001166	8.772	0.003049	2.165	11.66	230.4	0.26666666666666666	1.4482758620689655	-0.014731079792253167	7493.944163351058	1.0000000000391083	1.0000000000629774	1.0000000001014182	1.0000000001633205	1.000000000263027	1.0000000004236516	1.0000000006824654	1.0000000010996717	1.0000000017726103	1.0000000028592142	1.000000004616637	1.000000007466728	1.000000012109024	1.0000000197238503	1.0000000323576537	1.0000000537102764	1.000000090909578	1.0000001590533223	1.0000002949654303	1.0000006101220258	1.0000015909763982	1.000007993638938	-0.0006568463693760734	-0.0008905376921373682	-0.0013521909053922756	-0.002136670968718033	-0.0034274807849383774	-0.005538178303371495	-0.008999995225420642	-0.014731079792253167
30.0	0.004028	0.001166	8.772	0.003049	2.165	11.66	230.4	0.26666666666666666	1.4482758620689655	-0.014731079792253167	7493.944163351058	1.0000000000391083	1.0000000000629774	1.0000000001014182	1.0000000001633205	1.000000000263027	1.0000000004236516	1.0000000006824654	1.0000000010996717	1.0000000017726103	1.0000000028592142	1.000000004616637	1.000000007466728	1.000000012109024	1.0000000197238503	1.0000000323576537	1.0000000537102764	1.000000090909578	1.0000001590533223	1.0000002949654303	1.0000006101220258	1.0000015909763982	1.000007993638938	-0.0006568463693760734	-0.0008905376921373682	-0.0013521909053922756	-0.002136670968718033	-0.0034274807849383774	-0.005538178303371495	-0.008999995225420642	-0.014731079792253167
31.0	0.003194	0.001	7.041	0.002602	3.154	9.778	296.3	0.26666666666666666	1.4482758620689655	-0.01990103711078772	7003.149392721803	1.0000000000755078	1.0000000001215987	1.0000000001958191	1.000000000315359	1.000000000507919	1.0000000008181549	1.0000000013181811	1.00000000212446	1.0000000034257805	1.0000000055289504	1.000000008935751	1.0000000144742713	1.0000000235313307	1.0000000384832808	1.0000000635497197	1.0000001066414368	1.0000001838488501	1.0000003321111335	1.000000653171465	1.0000015225359327	1.0000053685591899	1.000098517074039	-0.000778389945164088	-0.0011371474134118733	-0.0017749372109950937	-0.0028342377446930827	-0.004568406983992384	-0.007407027240223899	-0.012085190474030736	-0.01990103711078772
32.0	0.003414	0.001123	6.078	0.001369	2.864	7.727	259.6	0.3	1.6551724137931034	-0.030934104192102713	5372.304389682391	1.0000000001215077	1.0000000001956675	1.0000000003151077	1.0000000005074854	1.000000000817405	1.000000001316768	1.0000000021217337	1.0000000034201937	1.0000000055168663	1.0000000089082064	1.0000000144087022	1.000000023369592	1.0000000380724112	1.0000000624771719	1.0000001037548474	1.0000001757537493	1.0000003079093176	1.0000005723788057	1.000001189239072	1.0000031303431731	1.0000160733199788	-0.000798204399890621	-0.0010962319209356826	-0.0016772348333974148	-0.0026600362026821195	-0.004276330964738647	-0.006923909181001748	-0.011283195395312171	-0.018549754579501802	-0.030934104192102713
33.0	0.002039	0.001	8.127	0.00125	3.265	7.72	320.0	0.3	1.6551724137931034	-0.014723637033149353	8097.691942040472	1.0000000001000833	1.000000000161175	1.000000000259555	1.0000000004180256	1.0000000006733114	1.0000000010847228	1.0000000017479656	1.0000000028180167	1.000000004546387	1.0000000073433608	1.000000011883411	1.0000000192890424	1.0000000314650053	1.000000051742887	1.0000000862269294	1.0000001469137938	1.0000002599708777	1.0000004920521952	1.0000010590255817	1.000003022937204	1.0000200769483516	-0.0006016348790280987	-0.0006273406588466714	-0.00087388475741915	-0.0013421736318830163	-0.0021301291168083257	-0.0034225887441169806	-0.005533669164748345	-0.008994721840531399	-0.014723637033149353
34.0	0.002039	0.001	8.127	0.00125	3.265	7.72	320.0	0.3	1.6551724137931034	-0.014723637033149353	8097.691942040472	1.0000000001000833	1.000000000161175	1.000000000259555	1.0000000004180256	1.0000000006733114	1.0000000010847228	1.0000000017479656	1.0000000028180167	1.000000004546387	1.0000000073433608	1.000000011883411	1.0000000192890424	1.0000000314650053	1.000000051742887	1.0000000862269294	1.0000001469137938	1.0000002599708777	1.0000004920521952	1.0000010590255817	1.000003022937204	1.0000200769483516	-0.0006016348790280987	-0.0006273406588466714	-0.00087388475741915	-0.0013421736318830163	-0.0021301291168083257	-0.0034225887441169806	-0.005533669164748345	-0.008994721840531399	-0.014723637033149353
35.0	0.002067	0.001	7.086	0.001	3.229	5.64	263.4	0.3	1.6551724137931034	-0.01964118033353979	7051.779042181501	1.0000000001734108	1.0000000002792633	1.0000000004497354	1.0000000007243348	1.0000000011667278	1.0000000018797324	1.0000000030293787	1.0000000048845834	1.0000000078823306	1.0000000127365782	1.0000000206239408	1.000000033510681	1.0000000547545387	1.00000009028628	1.0000001511352081	1.0000002594623996	1.0000004652090073	1.0000009019500622	1.0000020374920866	1.0000065403262755	1.0000620488154452	-0.0006794179388492122	-0.0007847484539855416	-0.001131389296109988	-0.0017575861231368276	-0.002801697860291452	-0.004512903276571391	-0.007314605484007019	-0.01193129290922829	-0.01964118033353979
36.0	0.002067	0.001	7.086	0.001	3.229	5.64	263.4	0.3	1.6551724137931034	-0.01964118033353979	7051.779042181501	1.0000000001734108	1.0000000002792633	1.0000000004497354	1.0000000007243348	1.0000000011667278	1.0000000018797324	1.0000000030293787	1.0000000048845834	1.0000000078823306	1.0000000127365782	1.0000000206239408	1.000000033510681	1.0000000547545387	1.00000009028628	1.0000001511352081	1.0000002594623996	1.0000004652090073	1.0000009019500622	1.0000020374920866	1.0000065403262755	1.0000620488154452	-0.0006794179388492122	-0.0007847484539855416	-0.001131389296109988	-0.0017575861231368276	-0.002801697860291452	-0.004512903276571391	-0.007314605484007019	-0.01193129290922829	-0.01964118033353979
37.0	0.002067	0.001	7.086	0.001	3.229	5.64	263.4	0.3	1.6551724137931034	-0.01964118033353979	7051.779042181501	1.0000000001734108	1.0000000002792633	1.0000000004497354	1.0000000007243348	1.0000000011667278	1.0000000018797324	1.0000000030293787	1.0000000048845834	1.0000000078823306	1.0000000127365782	1.0000000206239408	1.000000033510681	1.0000000547545387	1.00000009028628	1.0000001511352081	1.0000002594623996	1.0000004652090073	1.0000009019500622	1.0000020374920866	1.0000065403262755	1.0000620488154452	-0.0006794179388492122	-0.0007847484539855416	-0.001131389296109988	-0.0017575861231368276	-0.002801697860291452	-0.004512903276571391	-0.007314605484007019	-0.01193129290922829	-0.01964118033353979
