Iteration	mU	mW	eP	gU	gW	e0	eM	robustness	|CoRa<=0.1|	min(CoRA)	SS	0.001	0.0016102620275609393	0.002592943797404667	0.0041753189365604	0.006723357536499335	0.010826367338740546	0.017433288221999882	0.02807216203941177	0.04520353656360243	0.0727895384398315	0.11721022975334802	0.18873918221350972	0.30391953823131973	0.48939009184774934	0.7880462815669912	1.2689610031679222	2.043359717856942	3.2903445623126686	5.298316906283709	8.531678524172808	13.73823795883263	22.122162910704493	35.62247890262442	57.36152510448679	92.36708571873861	148.73521072935117	239.5026619987486	385.6620421163472	621.0169418915616	1000.0
18.0	3.22	44.44	5.75	0.3025	0.001628	0.1607	0.01129	0.4666666666666667	2.689655172413793	0.009501168748327623	188.35295989034003	0.9798105604706124	0.9678854826779903	0.9492814354192299	0.9207822788826355	0.878322279982308	0.8176128367704367	0.735728528279389	0.633560467471059	0.5177863368400212	0.40007743389426165	0.2928880779507457	0.2046457372500755	0.1378511106899028	0.09045480617486325	0.05837875319325878	0.03741901358739115	0.02413209285612961	0.016030574401472993	0.011475752947269926	0.009501168748327623	0.009667544593156609	0.011977777074574082	0.01684746313374179	0.025104371513790556	0.03795987612602432	0.05685315879579629	0.08305163886422964	0.11699523854221178	0.1576603857843135	0.2024669174531009
19.0	2.739	56.58	5.733	0.2893	0.001055	0.1758	0.009252	0.4666666666666667	2.689655172413793	0.008082188183399229	306.0228459334188	0.9832299289846969	0.9732694170903318	0.9576477860364059	0.9335204304101086	0.897124953968542	0.844131594943497	0.770814947553469	0.6762407003958443	0.5646829148052801	0.4461712902509068	0.33348574528563535	0.2370912079049796	0.16182142881284348	0.10713819669964075	0.06948008193875911	0.04452753844383568	0.028472879727122313	0.018435701994582932	0.012434897635212617	0.00921641568454008	0.008082188183399229	0.008771291588144292	0.01140150362265176	0.01646070989875388	0.024821299954946488	0.03772209317995634	0.05662031568611753	0.08279808803899984	0.11671051523425034	0.1573495493078525
20.0	2.458	77.26	5.374	0.4095	0.001029	0.2465	0.01152	0.5	2.896551724137931	0.008483147247594405	587.1364841788376	0.9879911501459556	0.9808033210075778	0.9694463338384972	0.9517013542998134	0.9244537129834904	0.8837129507577753	0.8251574971849366	0.7456060836127485	0.6454154312793212	0.5306101537672343	0.4124763517069272	0.30364013155048303	0.21312327389814445	0.14404260767255164	0.09471700312562412	0.06117379804111348	0.03915808439044946	0.025117516178789243	0.016449892082043328	0.011411423544861734	0.00893687214579292	0.008483147247594405	0.009930891949067948	0.013544712853039837	0.019975086857429835	0.030263477330272542	0.04577576813519206	0.06795007223099007	0.09776906021454976	0.13505929051400908
21.0	2.458	77.26	5.374	0.4095	0.001029	0.2465	0.01152	0.5	2.896551724137931	0.008483147247594405	587.1364841788376	0.9879911501459556	0.9808033210075778	0.9694463338384972	0.9517013542998134	0.9244537129834904	0.8837129507577753	0.8251574971849366	0.7456060836127485	0.6454154312793212	0.5306101537672343	0.4124763517069272	0.30364013155048303	0.21312327389814445	0.14404260767255164	0.09471700312562412	0.06117379804111348	0.03915808439044946	0.025117516178789243	0.016449892082043328	0.011411423544861734	0.00893687214579292	0.008483147247594405	0.009930891949067948	0.013544712853039837	0.019975086857429835	0.030263477330272542	0.04577576813519206	0.06795007223099007	0.09776906021454976	0.13505929051400908
22.0	2.535	109.7	5.093	0.3803	0.001	0.1948	0.01544	0.5	2.896551724137931	0.006945312645121662	642.015423806771	0.9844068977684832	0.9751277516609165	0.9605481128485284	0.9379659592664514	0.9037532609154187	0.8536169913970664	0.7836179632821216	0.6922166209999059	0.5827657953404393	0.46450586359046386	0.3501117032203978	0.2507091738394588	0.17207342634673956	0.11436778191165448	0.07432828486845902	0.04763804477602106	0.03035775952191095	0.019444965333277497	0.012768096700200876	0.00893947173426596	0.0071326323099399685	0.006945312645121662	0.008321150810642117	0.011525223723052867	0.017159454916092342	0.02618919484259378	0.03992170566948281	0.05983478571958214	0.08714552673806095	0.12213761537187384
23.0	2.458	89.22	5.653	0.4188	0.001096	0.2288	0.0134	0.5	2.896551724137931	0.007656613859992371	636.7959478131227	0.987322790695284	0.9797431217323481	0.967779514896588	0.9491172930445322	0.9205335887072138	0.8779578726633934	0.8171042605845215	0.7350651170167756	0.6327675156575494	0.5169316316736391	0.3992517711613926	0.29216777413490325	0.20406542193002816	0.13740276937359674	0.09010305062290305	0.0580753609293151	0.037108782428285234	0.023749969199957054	0.015491816120254779	0.010659513577416402	0.008226062125733458	0.007656613859992371	0.008810819751984104	0.01190309791079695	0.01750707794995745	0.026574031374188598	0.04040391900774898	0.06046543825147985	0.08795548229786067	0.12312178090410415
24.0	2.225	95.56	6.39	0.3979	0.001154	0.2046	0.01335	0.5333333333333333	3.103448275862069	0.006757136482046216	717.9826914980215	0.9879872014861967	0.9807970529808838	0.9694364683797508	0.9516860326747332	0.9244304038310314	0.8836785787726755	0.8251090647720384	0.7455419996645002	0.6453372098452818	0.5305231459233263	0.41238799516852903	0.30355614500624667	0.21304436494433518	0.1439633944902041	0.09462624233711382	0.06105399495599227	0.03898319318274832	0.024848019760804613	0.016024423578239213	0.010733466464265132	0.007854237492231726	0.006757136482046216	0.007191938107507773	0.00923351429730153	0.01327650088052252	0.02006086335374191	0.030690541244805726	0.04657036201542944	0.06914791603295824	0.09937652458580801
25.0	2.225	95.56	6.39	0.3979	0.001154	0.2046	0.01335	0.5333333333333333	3.103448275862069	0.006757136482046216	717.9826914980215	0.9879872014861967	0.9807970529808838	0.9694364683797508	0.9516860326747332	0.9244304038310314	0.8836785787726755	0.8251090647720384	0.7455419996645002	0.6453372098452818	0.5305231459233263	0.41238799516852903	0.30355614500624667	0.21304436494433518	0.1439633944902041	0.09462624233711382	0.06105399495599227	0.03898319318274832	0.024848019760804613	0.016024423578239213	0.010733466464265132	0.007854237492231726	0.006757136482046216	0.007191938107507773	0.00923351429730153	0.01327650088052252	0.02006086335374191	0.030690541244805726	0.04657036201542944	0.06914791603295824	0.09937652458580801
26.0	2.225	95.56	6.39	0.3979	0.001154	0.2046	0.01335	0.5333333333333333	3.103448275862069	0.006757136482046216	717.9826914980215	0.9879872014861967	0.9807970529808838	0.9694364683797508	0.9516860326747332	0.9244304038310314	0.8836785787726755	0.8251090647720384	0.7455419996645002	0.6453372098452818	0.5305231459233263	0.41238799516852903	0.30355614500624667	0.21304436494433518	0.1439633944902041	0.09462624233711382	0.06105399495599227	0.03898319318274832	0.024848019760804613	0.016024423578239213	0.010733466464265132	0.007854237492231726	0.006757136482046216	0.007191938107507773	0.00923351429730153	0.01327650088052252	0.02006086335374191	0.030690541244805726	0.04657036201542944	0.06914791603295824	0.09937652458580801
27.0	2.225	95.56	6.39	0.3979	0.001154	0.2046	0.01335	0.5333333333333333	3.103448275862069	0.006757136482046216	717.9826914980215	0.9879872014861967	0.9807970529808838	0.9694364683797508	0.9516860326747332	0.9244304038310314	0.8836785787726755	0.8251090647720384	0.7455419996645002	0.6453372098452818	0.5305231459233263	0.41238799516852903	0.30355614500624667	0.21304436494433518	0.1439633944902041	0.09462624233711382	0.06105399495599227	0.03898319318274832	0.024848019760804613	0.016024423578239213	0.010733466464265132	0.007854237492231726	0.006757136482046216	0.007191938107507773	0.00923351429730153	0.01327650088052252	0.02006086335374191	0.030690541244805726	0.04657036201542944	0.06914791603295824	0.09937652458580801
28.0	2.225	95.56	6.39	0.3979	0.001154	0.2046	0.01335	0.5333333333333333	3.103448275862069	0.006757136482046216	717.9826914980215	0.9879872014861967	0.9807970529808838	0.9694364683797508	0.9516860326747332	0.9244304038310314	0.8836785787726755	0.8251090647720384	0.7455419996645002	0.6453372098452818	0.5305231459233263	0.41238799516852903	0.30355614500624667	0.21304436494433518	0.1439633944902041	0.09462624233711382	0.06105399495599227	0.03898319318274832	0.024848019760804613	0.016024423578239213	0.010733466464265132	0.007854237492231726	0.006757136482046216	0.007191938107507773	0.00923351429730153	0.01327650088052252	0.02006086335374191	0.030690541244805726	0.04657036201542944	0.06914791603295824	0.09937652458580801
29.0	2.225	95.56	6.39	0.3979	0.001154	0.2046	0.01335	0.5333333333333333	3.103448275862069	0.006757136482046216	717.9826914980215	0.9879872014861967	0.9807970529808838	0.9694364683797508	0.9516860326747332	0.9244304038310314	0.8836785787726755	0.8251090647720384	0.7455419996645002	0.6453372098452818	0.5305231459233263	0.41238799516852903	0.30355614500624667	0.21304436494433518	0.1439633944902041	0.09462624233711382	0.06105399495599227	0.03898319318274832	0.024848019760804613	0.016024423578239213	0.010733466464265132	0.007854237492231726	0.006757136482046216	0.007191938107507773	0.00923351429730153	0.01327650088052252	0.02006086335374191	0.030690541244805726	0.04657036201542944	0.06914791603295824	0.09937652458580801
30.0	2.225	95.56	6.39	0.3979	0.001154	0.2046	0.01335	0.5333333333333333	3.103448275862069	0.006757136482046216	717.9826914980215	0.9879872014861967	0.9807970529808838	0.9694364683797508	0.9516860326747332	0.9244304038310314	0.8836785787726755	0.8251090647720384	0.7455419996645002	0.6453372098452818	0.5305231459233263	0.41238799516852903	0.30355614500624667	0.21304436494433518	0.1439633944902041	0.09462624233711382	0.06105399495599227	0.03898319318274832	0.024848019760804613	0.016024423578239213	0.010733466464265132	0.007854237492231726	0.006757136482046216	0.007191938107507773	0.00923351429730153	0.01327650088052252	0.02006086335374191	0.030690541244805726	0.04657036201542944	0.06914791603295824	0.09937652458580801
31.0	2.116	110.1	7.747	0.3228	0.001	0.1441	0.01424	0.5333333333333333	3.103448275862069	0.0051105430573012605	686.4833336547497	0.98541321277025	0.9767187369400833	0.963036338538023	0.9417920991132225	0.9094858674088147	0.8618792477649723	0.7948814263135354	0.7064548912740535	0.599133831455892	0.48138199278962124	0.3656648231588256	0.26362863001421133	0.18190805886674588	0.12135946915436906	0.07904299990577555	0.05067349876089582	0.032200324866169146	0.020430779533767852	0.013089147715348982	0.008657055579028565	0.006179913676683382	0.0051105430573012605	0.005206728794383097	0.0064801289187085016	0.009189372950711048	0.013868062054250398	0.02137006528389593	0.032891822820194906	0.04989125188768326	0.07378866003455738
32.0	2.116	110.1	7.747	0.3228	0.001	0.1441	0.01424	0.5333333333333333	3.103448275862069	0.0051105430573012605	686.4833336547497	0.98541321277025	0.9767187369400833	0.963036338538023	0.9417920991132225	0.9094858674088147	0.8618792477649723	0.7948814263135354	0.7064548912740535	0.599133831455892	0.48138199278962124	0.3656648231588256	0.26362863001421133	0.18190805886674588	0.12135946915436906	0.07904299990577555	0.05067349876089582	0.032200324866169146	0.020430779533767852	0.013089147715348982	0.008657055579028565	0.006179913676683382	0.0051105430573012605	0.005206728794383097	0.0064801289187085016	0.009189372950711048	0.013868062054250398	0.02137006528389593	0.032891822820194906	0.04989125188768326	0.07378866003455738
33.0	2.311	104.4	6.119	0.3406	0.00113	0.1748	0.01122	0.5333333333333333	3.103448275862069	0.006115701904985733	711.3916169692172	0.9867478116647146	0.9788317346730979	0.9663483544008052	0.9469026759321078	0.9171834398112363	0.8730602986851382	0.8102922042036385	0.7262210098543317	0.6222626960251265	0.5057002537015898	0.38851794994140926	0.2829516510094234	0.19684640216526234	0.13213509768643295	0.0864414552569946	0.055593888881659746	0.03542144287698162	0.02254628574250206	0.014526467110141656	0.009723536006670327	0.007111369145756455	0.006115701904985733	0.006509166181915985	0.0083616679732233	0.012037768331880378	0.01822611243001354	0.027969685363704304	0.04263210782874468	0.0636932087847207	0.09227287718990544
34.0	1.638	87.65	6.838	0.4213	0.001133	0.1678	0.01214	0.5	2.896551724137931	0.006705868797244864	990.0096192239678	0.9920090050355936	0.987194863352369	0.9795402912285445	0.9674608702647332	0.9486238808432831	0.9197864109547998	0.8768638939581102	0.8155792908891607	0.7330793551666488	0.6304000617575082	0.51438950810161	0.39681101930403784	0.2900619553081055	0.20240663818329774	0.1361822363704602	0.08924095008273325	0.05747025304233356	0.03666457766944642	0.023382652542198384	0.015124395195548963	0.010210950336687502	0.007596100229016316	0.006705868797244864	0.007334425502337512	0.009596905526121108	0.013929432792073095	0.021116698935484526	0.03230574908152512	0.04892584373118133	0.0723989646633123
35.0	2.208	132.4	8.145	0.2551	0.0011	0.152	0.01781	0.5666666666666667	3.310344827586207	0.004220920943106931	549.9791017456599	0.9784636737840293	0.9657708274047824	0.946010061222149	0.9158356043510328	0.8710952336900513	0.8075695009648942	0.722704300810446	0.6181120930694521	0.5012937632508212	0.384335542390138	0.27938080376086094	0.1940582040934644	0.13009811318686257	0.0850116339289891	0.05459728191194077	0.034697260721263015	0.021956583438949635	0.01394717692206768	0.009026244574853418	0.006138651911855179	0.0046483420858722075	0.004220920943106931	0.004756091252848555	0.006363195812204383	0.00937332478990872	0.01437998300741882	0.02229071542608576	0.03434711290903059	0.05202889034223826	0.07672743678320502
36.0	2.208	132.4	8.145	0.2551	0.0011	0.152	0.01781	0.5666666666666667	3.310344827586207	0.004220920943106931	549.9791017456599	0.9784636737840293	0.9657708274047824	0.946010061222149	0.9158356043510328	0.8710952336900513	0.8075695009648942	0.722704300810446	0.6181120930694521	0.5012937632508212	0.384335542390138	0.27938080376086094	0.1940582040934644	0.13009811318686257	0.0850116339289891	0.05459728191194077	0.034697260721263015	0.021956583438949635	0.01394717692206768	0.009026244574853418	0.006138651911855179	0.0046483420858722075	0.004220920943106931	0.004756091252848555	0.006363195812204383	0.00937332478990872	0.01437998300741882	0.02229071542608576	0.03434711290903059	0.05202889034223826	0.07672743678320502
37.0	2.312	98.01	8.491	0.1406	0.00142	0.1438	0.01632	0.5666666666666667	3.310344827586207	0.0041322363316177065	230.4472291623928	0.9635426287547189	0.9425720105847631	0.9106575574880628	0.8635747102021988	0.7972056918070477	0.7094146370901853	0.6025664885157428	0.48495534087618414	0.3689887654660041	0.266411695443012	0.18403889364485226	0.1228787609565437	0.08006601389996694	0.051325369525927984	0.03258278787162793	0.020611754766380073	0.013102236216335718	0.008502252338229585	0.005820895646728825	0.004465812399756773	0.0041322363316177065	0.004740728002431351	0.006416741825512043	0.009505689428720104	0.014615550798951285	0.022668974753845376	0.03492105691149874	0.05285681344037105	0.07785385941462505	0.11056976798124567
