mU	mW	eP	robustness	minRange	maxRange	min(CoRa)	optimalRho	negative_sol	oscilations	other_errors	steady_state	0.001	0.0016102620275609393	0.002592943797404667	0.0041753189365604	0.006723357536499335	0.010826367338740546	0.017433288221999882	0.02807216203941177	0.04520353656360243	0.0727895384398315	0.11721022975334802	0.18873918221350972	0.30391953823131973	0.48939009184774934	0.7880462815669912	1.2689610031679222	2.043359717856942	3.2903445623126686	5.298316906283709	8.531678524172808	13.73823795883263	22.122162910704493	35.62247890262442	57.36152510448679	92.36708571873861	148.73521072935117	239.5026619987486	385.6620421163472	621.0169418915616	1000.0
1.0	1.0	1.0	0.0	NaN	NaN	NaN	NaN	0.0	0.0	0.0	NaN	0.999286362705449	0.9988414613951304	0.9981097428529314	0.9968906609995234	0.9948169016330088	0.9911689707109426	0.9843958249631504	0.9706824771700352	0.9388948111117599	0.8506647383845591	0.6049910815923614	0.31016641983353027	0.22115398141666295	0.249970172542287	0.3383120533441276	0.46408088480543913	0.6024437730908124	0.726308364897301	0.8208099891833124	0.885899525899956	0.9283254688450611	0.9552548440781612	0.9721439237255949	0.9826799954727928	0.9892372958885434	0.993313935926131	0.9958470578095677	0.997420670244703	0.9983980883994789	0.9990051467404398
31.6228	0.0316	0.0316	0.0	NaN	NaN	NaN	NaN	0.0	0.0	0.0	NaN	0.8753139115392485	0.8392730386877265	0.8048629760343621	0.7766578940408874	0.758051880565958	0.7508045229169716	0.7552789398507326	0.7707752264630563	0.7956198889750147	0.8270916180929931	0.8615405498080584	0.8950231436105104	0.9243221595718677	0.9477273867617666	0.9650823435570869	0.9772392384111488	0.9854134479081725	0.9907574858972877	0.9941867524891923	0.9963609008886702	0.9977287279664119	0.998585094138513	0.9991196105085145	0.9994526019039284	0.9996598009341874	0.9997886319231536	0.9998686987502848	0.9999184450010292	0.9999493472935636	0.9999685416238734
0.0316	31.6228	31.6228	0.16666666666666666	148.73521072935117	1000.0	0.010102196241976216	239.5026619987486	0.0	0.0	0.0	118.46232939473673	0.9999999726573876	0.9999999559707653	0.9999999291002056	0.9999998858296637	0.9999998161478323	0.9999997039290597	0.9999995231943454	0.9999992320782105	0.9999987630822565	0.9999980072979697	0.99999678878707	0.9999948227682215	0.9999916468280464	0.9999865063278328	0.9999781597819521	0.999964538524799	0.9999421255502753	0.9999047512541067	0.9998410601140327	0.9997285811338344	0.9995177859752903	0.9990804361346989	0.9979893229108776	0.9940084594706322	0.9492510867292946	0.048354382277241294	0.010102196241976216	0.0106948022492367	0.02216363730467784	0.08060414245049982
0.1778	0.1778	5.6234	0.0	NaN	NaN	NaN	NaN	0.0	0.0	0.0	NaN	0.9981201440822486	0.9969638319983002	0.9950873659146311	0.9920281969478599	0.9870049208822518	0.9786653020220203	0.9645940179303382	0.9403239497335675	0.897426388533155	0.8208080885070288	0.690927644620658	0.5106888405187888	0.339453479353722	0.2406542225660429	0.24413790287498457	0.41016121704173397	0.7051937279756519	0.878939970999086	0.944894087329709	0.9718247315619235	0.9844569303278947	0.9910201870078794	0.9946649673036027	0.9967759791899463	0.9980312657233715	0.9987900592358571	0.9992534434661816	0.9995382289885124	0.9997139441813204	0.9998226283078441
177.8279	177.8279	0.0056	0.0	NaN	NaN	NaN	NaN	0.0	0.0	0.0	NaN	0.9999950503072521	0.9999919454770138	0.9999868071959152	0.9999781585067311	0.99996319291359	0.9999360869903051	0.9998830720964875	0.9997644854640872	0.999422477679335	0.9976588161861332	0.9500854215669277	0.8755370078050347	0.8334730062832121	0.7905597854024736	0.7492437145066484	0.712331760879476	0.6816418793812601	0.6579929886970279	0.6415504686163384	0.6321910897305576	0.629760038937848	0.6342069898565146	0.6456193579666041	0.6641599878484387	0.6898962848891831	0.7225046866668433	0.7608837104803848	0.8028399860059698	0.8451599585582205	0.8843036220873763
5.6234	0.0056	177.8279	0.0	NaN	NaN	NaN	NaN	0.0	0.0	0.0	NaN	0.7301103916503601	0.8492863743730943	0.9879636373193825	0.996712975994782	0.9986159274258031	0.9993029781230359	0.9996161887344992	0.9997780538185518	0.9998679796271318	0.999920141928272	0.999951202279394	0.9999699966776068	0.9999814820856425	0.9999885439531061	0.9999929024503984	0.99999559878117	0.9999972692631058	0.9999983051271248	0.9999989478255997	0.9999993467246426	0.9999995943599765	0.999999748111911	0.9999998435814175	0.9999999028645595	0.9999999396784643	0.9999999625397736	0.9999999767367542	0.9999999855531994	0.9999999910283133	0.9999999944284436
0.0056	5.6234	0.1778	0.0	NaN	NaN	NaN	NaN	0.0	0.0	0.0	NaN	0.9999998523651734	0.999999762266888	0.999999617181298	0.999999383545752	0.9999990073060895	0.9999984013962725	0.9999974255531399	0.9999958537502328	0.9999933215949359	0.9999892412015375	0.9999826630160896	0.9999720504585107	0.9999549095745545	0.9999271731268801	0.9998821572758159	0.9998087443058706	0.9996880849645546	0.999487257801716	0.9991460832746807	0.9985467500023151	0.997434017331892	0.9951659224822981	0.9897196310214373	0.9718939469446681	0.8640789916588351	0.42409637671534006	0.3557339409732123	0.39230496810204496	0.4409814218600207	0.491783963911294
0.0133	0.075	421.6965	0.0	NaN	NaN	NaN	NaN	0.0	0.0	0.0	NaN	0.9996583219186336	0.9994497348598296	0.9991137376301176	0.9985723905963502	0.9976998972940608	0.9962929420650812	0.994022229382808	0.9903527449622952	0.9844113630520192	0.9747651135341389	0.9590496041734348	0.9333649252663277	0.8914162664890656	0.8238769549154623	0.7203292877009366	0.5788251583025511	0.42000913463325423	0.2796552133535599	0.18092994996824288	0.43235099084883644	0.9928255096250418	0.9983632846545801	0.9993452217919888	0.9996774251848884	0.9998243519832294	0.9998990553530506	0.9999401703824061	0.9999638869436921	0.9999779615075645	0.9999864603514501
13.3352	74.9894	0.4217	0.0	NaN	NaN	NaN	NaN	0.0	0.0	0.0	NaN	0.9999979340063474	0.9999966669846723	0.9999946167738388	0.9999912893459769	0.9999858629658851	0.9999769444420479	0.9999621002635274	0.9999368804963998	0.9998925645140141	0.9998102045916312	0.9996417784887087	0.9992326493969236	0.9978234818422637	0.9846696384270984	0.17021927159965222	0.19599815284248914	0.2639041139396003	0.3437688705018438	0.4307809095514177	0.5208281418077972	0.6100543786933438	0.6945912525150046	0.7705518120686465	0.8347021246244312	0.8854221657416413	0.9231028012280149	0.9496599277246118	0.9676312437279339	0.979441460232214	0.9870486368637639
421.6965	0.0024	13.3352	0.0	NaN	NaN	NaN	NaN	0.0	0.0	0.0	NaN	0.9995697464187413	0.9997341367161036	0.9998354059975297	0.9998979811852112	0.9999367203956337	0.9999607315038961	0.9999756248575417	0.9999848669641972	0.999990603802038	0.9999941654472516	0.9999963768927823	0.9999977500850118	0.9999986028016887	0.9999991323304553	0.9999994611680125	0.9999996653783281	0.9999997921950906	0.999999870949949	0.9999999198578509	0.9999999502304185	0.9999999690922682	0.9999999808057703	0.999999988080077	0.9999999925975281	0.9999999954029365	0.9999999971451461	0.9999999982270905	0.999999998898989	0.9999999993162517	0.9999999995753864
0.4217	2.3714	0.0133	0.0	NaN	NaN	NaN	NaN	0.0	0.0	0.0	NaN	0.9999492733500953	0.9999182192262106	0.999868058081534	0.9997868799517973	0.9996551045403144	0.9994401456269012	0.9990867312604906	0.998498349172812	0.9974990513214457	0.9957477133548933	0.9925257861818476	0.9861582319050107	0.9723534577681314	0.9404575953468006	0.877125737993351	0.8006158585284032	0.7403421548091728	0.6970800841857129	0.6658848526613932	0.6440768129056925	0.6302810843088712	0.6237253594458037	0.6240093402440828	0.6310168852520978	0.644838579009412	0.665646657060442	0.6934799915634838	0.7279153450623743	0.7676720636835881	0.8103456159530076
0.075	0.0133	0.075	0.0	NaN	NaN	NaN	NaN	0.0	0.0	0.0	NaN	0.9993486201127258	0.9989527326944269	0.9983178224832614	0.9973020693223762	0.995683391929374	0.9931199917634976	0.9891005242008175	0.9828952157112978	0.9735433236778841	0.9599543181138772	0.9412400243679024	0.9173501012101296	0.8898287703964523	0.8621202785849319	0.8388568743560462	0.8243452007187271	0.8212050083163044	0.8298047293403339	0.8483703270925944	0.8734744397310386	0.9008844922176897	0.9267132202413448	0.9484113742579044	0.9650693212067606	0.9770177722777642	0.9851799467494887	0.9905716089265507	0.994054531014022	0.9962720511512531	0.9976708864207066
